depth_m,age_calkaBP,d13Cc.wuell,d18Oc.wuell-cor64
21.91,2040.3,1.04,3.97
21.935,2042,1.23,3.87
21.96,2043.8,1.05,3.74
21.985,2045.6,1.15,4.05
22.01,2047.3,0.91,3.71
22.035,2049.1,0.96,3.76
22.06,2050.8,0.79,3.79
22.085,2052.6,0.93,3.88
22.11,2054.3,1.02,4.17
22.135,2056.1,0.89,3.82
22.16,2057.9,0.89,3.82
22.185,2059.6,0.84,3.86
22.21,2061.4,0.56,4.11
22.235,2063.1,0.2,4
22.26,2064.9,0.74,3.99
22.285,2066.6,0.67,4.3
22.315,2068.7,0.55,4.29
22.335,2070.1,0.52,4.51
22.36,2072,0.76,4.19
22.385,2073.8,0.7,4.34
22.41,2075.7,0.57,4.24
22.435,2077.5,0.64,4.22
22.46,2079.4,0.48,4.37
22.485,2081.2,0.41,4.33
22.51,2083.1,0.45,4.5
22.54,2085.3,0.75,4.42
22.56,2086.8,0.48,4.33
22.585,2088.6,0.63,4.22
22.61,2090.5,0.16,4.29
22.635,2092.3,0.55,4.13
22.66,2094.2,0.58,4.25
22.685,2096,0.5,4.2
22.71,2097.9,0.69,4.27
22.735,2099.7,0.67,4.17
22.76,2101.6,0.62,4.31
22.785,2103.4,0.8,4.19
22.81,2105.3,0.89,4.34
22.835,2107.1,0.57,4.2
22.86,2109,0.8,4.25
22.885,2110.8,0.82,4.05
22.91,2112.7,0.6,4.2
22.935,2114.5,0.81,3.99
22.96,2116.4,0.36,4.03
22.985,2118.2,0.82,4.25
23.01,2120,0.74,3.81
23.035,2121.9,0.82,3.94
23.06,2123.7,0.89,4.07
23.085,2125.6,0.97,4.07
23.11,2127.4,1,3.99
23.135,2129.3,0.74,4.22
23.16,2131.1,1.11,4.24
23.185,2133,0.99,3.98
23.2102,2134.8,0.84,4.16
23.235,2136.7,0.4,4.26
23.26,2138.5,0.48,4.03
23.31,2142.2,0.61,3.91
23.335,2144.1,0.2,4.6
23.385,2145.9,0.1,4.51
23.41,2146.9,0.46,4.27
23.435,2147.8,0.2,4.49
23.46,2148.7,0.26,4.49
23.485,2149.7,0.24,4.6
23.51,2150.6,0.27,4.65
23.535,2151.5,0.11,4.75
23.56,2152.5,0.33,4.5
23.585,2153.4,0.08,4.41
23.61,2154.3,0.12,4.68
23.635,2155.3,0.17,4.66
23.66,2156.2,0.04,4.44
23.685,2157.1,0.18,4.48
23.71,2158.1,0.32,4.34
23.735,2159,0.13,4.59
23.76,2159.9,0.11,4.52
23.785,2160.9,0.46,4.41
23.81,2161.8,0.13,4.68
23.835,2163.1,0.35,4.34
23.86,2164.4,-0.13,4.32
23.885,2165.6,0.5,4.33
23.91,2166.9,0.71,4.14
23.935,2168.2,0.31,4.07
23.96,2169.5,0.59,4.18
23.985,2170.7,0.09,4.11
24.01,2172,-0.02,4.3
24.035,2173.3,0.6,4.09
24.06,2174.5,0.42,4.49
24.085,2175.8,0.48,4.01
24.11,2177.1,0.59,3.99
24.135,2178.4,0.33,3.92
24.16,2179.6,0.66,3.89
24.21,2182.2,0.42,3.97
24.235,2183.5,0.29,3.95
24.26,2184.7,0.85,3.77
24.285,2186,-0.08,4.28
24.31,2187.3,0.52,4.02
24.335,2188.5,0.05,4.23
24.36,2189.8,0.13,4.55
24.385,2191.1,0.21,3.95
24.41,2192.4,0.72,3.71
24.435,2193.6,0.4,4.07
24.46,2194.9,0.23,4.71
24.485,2196.2,0.24,4.06
24.51,2197.5,0.36,4.12
24.535,2198.7,0.2,4.6
24.56,2200,0.18,4.69
24.585,2201.1,0.89,3.63
24.61,2202.3,0.43,4.05
24.635,2203.5,0.59,4.03
24.66,2204.7,0.66,3.77
24.685,2205.8,0.62,3.94
24.71,2207,0.78,3.72
24.735,2208.2,0.59,3.78
24.76,2209.4,0.84,4.06
24.785,2210.6,0.68,3.89
24.835,2212.9,0.71,4.16
24.86,2214.1,0.67,3.91
24.885,2215.3,0.39,3.78
24.91,2216.4,0.41,3.77
24.935,2217.6,0.42,4.08
24.96,2218.8,0.56,4.01
24.985,2220,0.57,4.02
25.01,2221.2,0.57,3.95
25.035,2222.3,0.53,3.91
25.06,2223.5,0.44,3.92
25.085,2224.7,0.67,3.85
25.11,2225.9,0.59,3.92
25.135,2227,0.37,3.95
25.16,2228.2,0.72,4.21
25.185,2229.4,0.37,4.24
25.21,2230.6,0.64,4.03
25.235,2231.8,0.52,4.14
25.26,2232.9,0.68,3.98
25.285,2234.1,0.5,3.96
25.31,2235.3,0.38,4.03
25.335,2236.5,0.81,4.13
25.36,2237.6,0.81,4.12
25.385,2238.8,0.83,3.89
25.41,2240,0.66,4.32
25.435,2241.4,0.78,4.08
25.46,2242.8,0.5,3.88
25.485,2244.2,0.47,3.94
25.51,2245.6,0.67,3.85
25.535,2247,0.71,3.89
25.56,2248.4,0.44,4.06
25.585,2249.8,0.79,3.86
25.61,2251.2,0.81,3.93
25.635,2252.5,0.54,3.78
25.66,2253.9,0.63,4
25.685,2255.3,0.27,4.09
25.71,2256.7,0.24,3.71
25.735,2258.1,0.82,3.86
25.76,2259.5,0.99,3.79
25.785,2260.9,0.9,3.71
25.81,2262.3,0.84,3.65
25.835,2263.7,0.59,3.67
25.86,2265.1,0.73,3.63
25.885,2266.5,0.91,3.8
25.91,2267.9,0.8,4
25.935,2269.3,0.83,3.79
25.96,2270.7,0.63,3.9
26.01,2273.5,0.51,4
26.035,2274.8,0.68,3.84
26.06,2276.2,0.28,4.27
26.085,2277.6,0.9,4.04
26.11,2279,0.93,4.02
26.135,2280.4,0.15,4.21
26.16,2281.8,0.28,4.22
26.21,2284.6,-0.16,4.31
26.235,2286,0.35,4.16
26.26,2287.4,0.17,4.23
26.285,2288.6,-0.33,4.43
26.31,2289.8,0.41,4.32
26.335,2291,0.68,3.94
26.385,2293.4,0.74,3.88
26.41,2294.6,0.74,3.74
26.435,2295.8,0.52,3.78
26.46,2297,0.67,3.92
26.485,2298.2,0.85,3.84
26.51,2299.4,0.76,3.78
26.535,2300.6,0.65,3.78
26.56,2301.8,0.56,3.84
26.585,2303,0.78,3.95
26.61,2304.2,0.84,3.69
26.635,2305.4,0.48,3.9
26.66,2306.6,0.75,3.99
26.685,2307.8,0.54,4.08
26.71,2309,0.44,4.04
26.735,2310.2,0.33,4.19
26.76,2311.4,0.49,4.11
26.785,2312.6,0.35,4.1
26.815,2314,0.52,4.17
26.86,2316.2,0.46,4.08
26.885,2317.4,0.6,4.13
26.91,2318.6,0.8,4.15
26.935,2319.8,0.7,3.97
26.96,2320.9,0.54,4.14
26.985,2322.1,0.56,3.96
27.01,2323.3,0.53,4.43
27.06,2325.7,-0.03,3.87
27.085,2326.9,0.3,4.14
27.11,2328.1,0.52,4.15
27.135,2329.3,-0.09,4.29
27.185,2331.7,0.68,3.97
27.21,2332.9,0.79,3.93
27.235,2334.1,0.76,3.59
27.26,2335.7,0.76,3.77
27.285,2337.3,0.61,3.7
27.31,2338.9,-0.23,4.24
27.335,2340.5,0.62,4.02
27.385,2343.6,0.68,3.72
27.41,2345.2,0.28,3.78
27.435,2346.8,0.85,3.79
27.46,2348.4,0.67,3.64
27.485,2350,0.58,4.28
27.51,2351.5,0.48,4.25
27.535,2353.1,0.56,4.26
27.56,2354.7,0.59,4.24
27.585,2356.3,0.5,4.42
27.61,2357.9,0.45,4.32
27.635,2359.7,0.35,4.26
27.66,2361.5,0.7,4.24
27.685,2363.3,0.6,4.01
27.71,2365.1,1.07,4.12
27.735,2366.9,0.74,3.79
27.76,2368.7,1.01,3.93
27.785,2370.5,0.77,3.88
27.81,2372.3,0.85,3.84
27.835,2374.1,0.95,3.71
27.86,2375.9,1.03,3.81
27.885,2377.7,0.92,3.8
27.91,2379.5,1.2,3.75
27.935,2381.3,0.68,4.05
27.96,2383.1,0.5,3.98
27.985,2384.9,1.07,3.89
28.01,2386.7,0.99,4.07
28.035,2388.5,1.07,4.07
28.06,2390.3,0.49,4.19
28.085,2392.1,0.72,4.04
28.11,2393.9,0.59,3.91
28.135,2395.7,0.21,3.96
28.16,2397.5,0.67,3.76
28.185,2399.3,0.6,3.76
28.21,2401.1,0.75,3.85
28.235,2402.9,0.99,3.82
28.26,2404.7,0.97,3.89
28.285,2406.5,0.7,3.83
28.31,2408.3,0.44,4.18
28.36,2411.9,0.66,3.92
28.385,2413.7,0.42,3.58
28.41,2415.5,0.55,3.6
28.435,2417.3,0.44,3.67
28.46,2419.1,-0.21,3.52
28.485,2421,0.2,3.79
28.51,2422.8,0.64,3.61
28.535,2424.6,0.15,3.29
28.56,2426.4,0.44,3.7
28.585,2428.2,0.03,3.66
28.61,2430,0.14,3.59
28.63,2431.4,0.23,3.63
28.655,2433.2,0.34,4.07
28.68,2435,0.04,4.37
28.705,2437.6,0.13,4.22
28.73,2440.3,-0.08,3.94
28.755,2442.9,0.31,3.82
28.78,2445.5,0.64,3.46
28.805,2448.1,0.85,3.41
28.855,2453.4,0.19,3.55
28.88,2456,0.15,4.16
28.905,2458.6,0.79,3.65
28.93,2461.3,0.23,3.51
28.955,2463.9,0.09,3.5
29.005,2469.1,0.65,3.56
29.03,2471.8,0.47,3.68
29.055,2474.4,0.53,3.66
29.08,2477,0.59,3.47
29.105,2479.6,0.55,3.04
29.13,2482.3,0.25,3.91
29.155,2484.9,-0.35,3.93
29.18,2487.5,0.16,4.3
29.205,2489.3,0.43,3.92
29.23,2491,0.48,4.13
29.255,2492.8,0.48,3.76
29.28,2494.5,0.61,3.86
29.305,2496.3,0.03,3.7
29.335,2498.4,-0.17,3.6
29.355,2499.8,0.34,3.63
29.38,2501.5,0.54,3.38
29.405,2503.3,0.06,3.65
29.43,2505,0.22,3.79
29.455,2506.8,0.53,3.66
29.48,2508.5,-0.15,3.5
29.505,2510.3,0.5,3.87
29.53,2512,-0.02,4.01
29.555,2513.8,0.23,4.36
29.58,2515.5,0,4.52
29.605,2517.3,-0.02,4.47
29.63,2519,-0.07,4.09
29.655,2520.8,0.01,4.48
29.68,2522.5,-0.02,4.26
29.705,2524,-0.39,4.56
29.73,2525.5,0.14,4.36
29.78,2528.6,0.07,4
29.805,2530.1,0.21,3.48
29.83,2531.6,-0.09,3.98
29.855,2533.1,0.55,3.49
29.88,2534.6,0.76,3.32
29.905,2536.2,-0.11,3.75
29.93,2537.7,0.79,3.37
29.955,2539.2,0.85,3.4
29.98,2540.7,0.38,3.94
30.03,2543.8,0.82,3.62
30.055,2545.3,0.52,3.32
30.08,2546.8,0.87,3.44
30.13,2549.8,0.38,3.5
30.155,2551.3,0.05,3.31
30.205,2554.4,0.85,3.83
30.23,2555.9,0.88,3.7
30.28,2558.9,0.69,3.7
30.305,2560.4,0.47,3.64
30.33,2562,0.49,3.86
30.355,2563.5,0.35,4.02
30.38,2565,0.61,3.77
30.405,2566.5,0.41,3.79
30.43,2568,0.53,3.72
30.455,2569.5,0.33,3.87
30.48,2571,0.65,3.66
30.505,2572.5,0.6,3.7
30.53,2574,0.56,3.75
30.555,2575.5,0.8,3.4
30.58,2577,0.72,3.53
30.605,2578.5,0.38,3.82
30.63,2580,0.57,3.61
30.655,2581.5,0.37,3.24
30.68,2583,0.63,3.21
30.705,2584.5,0.15,3.65
30.73,2586,0.3,3.38
30.755,2587.5,0.74,3.59
30.78,2589,0.75,3.55
30.805,2590.5,0.8,3.66
30.83,2592,0.79,3.57
30.855,2593.5,0.22,3.67
30.88,2595,0.21,3.79
30.905,2596.5,0.24,4
30.93,2598,0.08,4.17
30.955,2599.5,0.46,3.82
30.98,2601,0.26,3.99
31.005,2602.5,0.26,4.27
31.03,2603.8,0.42,4.04
31.055,2605.2,0.35,3.84
31.08,2606.5,0.36,3.75
31.105,2607.8,0.3,4.31
31.13,2609.1,0.05,3.64
31.155,2610.5,0.51,3.54
31.18,2611.8,0.47,3.52
31.205,2613.1,0.56,3.59
31.23,2614.5,0.6,3.52
31.255,2615.8,0.57,3.47
31.28,2617.1,0.77,3.49
31.305,2618.4,0.31,3.41
31.33,2619.8,0.25,3.1
31.355,2621.1,0.39,3.43
31.38,2622.4,0.49,3.4
31.405,2623.8,0.68,3.26
31.43,2625.1,0.68,3.55
31.455,2626.4,0.48,3.57
31.48,2627.7,0.77,3.44
31.505,2629.1,0.66,3.36
31.53,2630.4,0.66,3.53
31.555,2631.7,0.64,3.24
31.63,2635.7,0.97,3.91
31.655,2637,0.71,3.74
31.68,2638.4,0.32,3.63
31.705,2639.7,0.7,3.64
31.73,2641,0.61,3.91
31.755,2642.3,0.62,3.85
31.78,2643.7,0.76,3.81
31.805,2645,0.82,3.9
31.83,2645.9,0.38,4.17
31.855,2647.4,0.39,3.85
31.88,2648.8,0.26,4.01
31.905,2650.3,-0.12,4.02
31.93,2651.7,0.34,3.77
31.955,2653.2,0.31,3.89
31.98,2654.6,0.5,3.6
32.005,2656.1,0.72,3.45
32.03,2657.5,0.91,3.57
32.055,2659,0.74,3.51
32.08,2660.4,0.63,3.44
32.105,2661.8,0.1,3.76
32.13,2663.3,0.91,3.47
32.155,2664.7,0.87,3.43
32.18,2666.2,0.51,3.38
32.205,2667.6,0.61,3.5
32.23,2669.1,0.81,3.69
32.255,2670.5,0.6,3.36
32.28,2672,0.45,3.58
32.305,2673.4,0.39,3.42
32.33,2674.9,0.57,3.45
32.355,2676.3,0.62,3.44
32.38,2677.8,0.77,3.55
32.405,2679.2,0.64,3.57
32.43,2680.6,0.54,3.66
32.455,2682.1,0.67,3.5
32.48,2683.5,0.51,3.33
32.505,2685,0.3,3.88
32.53,2686.4,0.06,3.82
32.555,2687.9,0.33,4.01
32.58,2689.3,0.28,4.15
32.605,2690.8,0.4,3.96
32.63,2692.2,0.18,4.27
32.655,2693.7,0,3.88
32.68,2695.1,0.18,3.94
32.705,2696.5,0.21,3.85
32.73,2698,0.55,4.19
32.755,2699.4,0.6,3.31
32.83,2703.8,0.55,3.75
32.855,2705.2,0.15,4.11
32.88,2706.7,0.33,3.97
32.905,2708.1,0.32,4.08
32.93,2709.6,0.39,4.13
32.955,2711,0.1,4.13
32.98,2712.5,0.17,4.07
33.005,2713.9,0.28,4.13
33.03,2715.5,0.14,4.17
33.055,2717.6,0.48,4
33.105,2721.8,0.63,3.82
33.155,2726,0.44,3.79
33.18,2728.2,0.69,3.43
33.205,2730.3,0.51,3.54
33.23,2732.4,0.13,3.65
33.255,2734.5,0.64,3.23
33.28,2736.6,0.53,3.33
33.305,2738.7,0.3,2.9
33.33,2740.8,0.82,3.39
33.355,2742.9,0.84,3.19
33.38,2745,0.62,3.66
33.405,2747.1,0.91,3.71
33.43,2749.2,0.73,3.42
33.455,2751.4,0.57,3.58
33.48,2753.5,0.37,3.52
33.505,2755.6,0.48,3.66
33.53,2757.7,0.29,3.65
33.555,2759.8,0.57,3.62
33.58,2761.9,0.06,3.71
33.605,2764,0.74,3.89
33.63,2765.6,0.69,3.6
33.655,2767.2,0.6,3.64
33.68,2768.8,0.51,3.5
33.705,2770.4,0.67,3.51
33.73,2772.1,0.43,3.58
33.755,2773.7,0.53,3.52
33.78,2775.3,0.2,3.48
33.805,2776.9,0.52,3.56
33.835,2778.8,0.39,3.56
33.855,2780.1,0.71,3.71
33.88,2781.7,0.54,3.31
33.905,2783.3,0.86,3.38
33.93,2784.9,0.72,3.65
33.955,2786.5,0.71,3.48
33.98,2788.2,0.61,3.57
34.005,2789.8,0.23,3.66
34.03,2791.4,0.35,3.8
34.055,2793,0.56,3.68
34.08,2794.6,0.32,3.72
34.105,2796.2,0.21,3.97
34.13,2797.8,0.28,3.78
34.155,2799.4,0.25,3.65
34.18,2801,0.27,3.81
34.205,2802.6,0.24,3.91
34.23,2804.3,0.51,3.97
34.255,2805,0.47,3.9
34.28,2806.7,0.61,3.78
34.305,2808.4,0.5,3.75
34.33,2810.1,0.89,3.55
34.355,2811.8,0.86,3.52
34.38,2813.4,0.88,3.47
34.405,2815.1,0.42,3.39
34.43,2816.8,0.93,3.38
34.455,2818.5,0.66,3.5
34.48,2820.2,0.81,3.46
34.505,2821.9,0.61,3.54
34.53,2823.6,0.94,3.47
34.555,2825.3,0.74,3.63
34.58,2826.9,0.64,3.73
34.63,2830.3,0.43,3.58
34.655,2832,1.1,3.61
34.68,2833.7,0.34,3.55
34.73,2837.1,0.62,3.55
34.78,2840.5,0.35,3.76
34.805,2842.1,0.66,3.76
34.83,2843.8,0.67,3.8
34.855,2845.5,-0.13,3.73
34.88,2847.2,-0.09,3.66
34.905,2848.9,0.88,3.59
34.93,2850.6,0.66,3.85
34.955,2852.3,0.61,3.59
34.98,2854,0.45,3.5
35.005,2855.6,0.91,3.69
35.03,2857.3,0.79,3.6
35.055,2859,0.82,3.61
35.08,2860.7,0.79,3.74
35.105,2862.4,0.96,3.33
35.13,2864.1,0.77,3.43
35.155,2865.8,0.94,3.78
35.18,2867.5,0.57,3.51
35.205,2869.2,0.68,3.51
35.23,2870.8,0.66,3.63
35.255,2872.5,0.65,3.49
35.28,2874.2,0.81,3.39
35.305,2875.9,0.79,3.72
35.33,2877.6,0.69,4.02
35.355,2879.1,0.81,3.75
35.38,2880.6,0.72,3.66
35.405,2882,0.76,3.79
35.43,2883.5,0.21,3.69
35.455,2885,0.65,3.61
35.48,2886.5,0.52,3.39
35.505,2887.9,0.81,3.8
35.53,2889.4,0.35,3.51
35.555,2890.9,0.56,3.68
35.58,2892.4,0.72,3.42
35.605,2893.9,0.69,3.44
35.63,2895.3,0.79,3.62
35.655,2896.8,0.75,3.68
35.68,2898.3,0.74,3.77
35.705,2899.8,0.84,3.56
35.73,2901.3,0.81,3.2
35.755,2902.7,0.78,3.46
35.78,2904.2,0.67,3.32
35.805,2905.7,0.5,3.66
35.83,2907.2,0.52,3.64
35.855,2908.7,0.27,3.56
35.88,2910.1,0.71,3.64
35.905,2911.6,0.36,3.72
35.93,2913.1,0.51,3.65
35.955,2914.6,0.35,3.51
35.98,2916.1,0.08,3.75
36.005,2917.5,-0.2,3.71
36.03,2919,0.34,3.62
36.055,2920.5,0.1,3.79
36.08,2922,0.26,3.75
36.105,2923.4,0.48,3.72
36.13,2924.9,-0.29,3.7
36.155,2926.4,0.2,3.26
36.18,2927.9,0.33,3.42
36.185,2928.2,0.32,3.75
36.205,2929.4,-0.06,3.42
36.21,2929.7,0.77,3.71
36.235,2931.1,0.48,3.53
36.285,2934.1,0.44,3.54
36.31,2935.6,0.14,3.65
36.335,2937.1,1,3.44
36.36,2938.3,0.63,3.46
36.385,2939.5,0.82,3.33
36.41,2940.7,0.67,3.01
36.46,2945.3,0.88,3.12
36.485,2947.6,0.91,3.12
36.51,2949.9,0.49,3.29
36.535,2952.2,0.78,3.4
36.56,2954.5,-0.26,3.76
36.585,2956.8,0.61,3.19
36.61,2959.1,0,3.83
36.66,2963.7,1,3.49
36.685,2966,0.48,3.28
36.735,2970.6,0.44,3.52
36.785,2975.2,0.82,3.65
36.81,2977.5,0.74,3.61
36.835,2978.7,0.52,3.58
36.86,2979.8,0.69,3.41
36.885,2981,0.8,3.65
36.91,2982.1,0.47,3.2
36.935,2983.3,0.53,3.44
36.96,2984.5,0.48,3.56
36.985,2985.6,1.03,3.44
37.01,2986.8,-0.17,2.83
37.035,2987.9,0.24,3.57
37.06,2989.1,0.5,3.63
37.085,2990.3,1.05,3.52
37.11,2991.4,0.28,3.8
37.16,2993.7,0.49,3.51
37.185,2994.9,0.81,3.27
37.21,2996.1,0.4,3.11
37.235,2997.2,0.64,3.54
37.26,2998.4,0.55,3.34
37.31,3000.7,0.75,3.37
37.335,3001.9,0.42,3.61
37.36,3003,0.79,3.8
37.385,3004.2,0.32,3.71
37.41,3005.4,0.52,3.54
37.435,3006.5,0.29,3.66
37.46,3007.7,1.09,3.79
37.485,3008.8,0.27,3.64
37.51,3010,0,3.61
37.535,3011.2,0.4,3.67
37.56,3012.3,0.16,3.68
37.66,3017,0.2,3.77
37.685,3018.1,0.17,3.65
37.71,3019.2,-0.14,3.38
37.735,3020.3,0.12,3.41
37.76,3021.4,0.13,3.68
37.785,3022.4,0.17,3.53
37.81,3023.5,0.3,3.46
37.835,3024.6,0.74,3.03
37.86,3025.7,-0.07,3.62
37.91,3027.9,0.67,3.14
37.935,3029,0.33,3.32
37.96,3030.3,0.55,3.5
38.035,3038.1,0.54,2.72
38.06,3040.8,0.55,3.26
38.085,3043.4,0.19,3.78
38.11,3046,0.55,3.59
38.135,3048.6,0.94,3.23
38.16,3051.2,0.72,3.2
38.21,3056.4,0.55,3.2
38.235,3059,0.87,3.55
38.26,3061.6,0.71,3.05
38.36,3072,0.17,3.17
38.385,3074.6,0.92,3.32
38.41,3077.3,0.26,3.21
38.44,3080.4,0.49,3.43
38.485,3085.1,0.48,3.23
38.51,3087.7,0.74,3.19
38.585,3095.5,0.65,3.36
38.61,3098.1,0.49,3.28
38.635,3100.7,0.48,3.22
38.6575,3103.1,0.48,3.24
38.6825,3105.7,0.72,3.15
38.71,3108.5,0.25,3.32
38.735,3111.1,0.41,2.98
38.7575,3113.5,0.73,3.28
38.785,3116.4,0.81,3.49
38.8075,3118.7,0.58,3.37
38.835,3121.6,0.71,3.36
38.8575,3123.9,0.59,3.3
38.8825,3126.5,0.69,3.33
38.9075,3129.1,0.62,3.4
38.9352,3132,0.61,3.55
38.9552,3134.1,0.42,3.37
38.9825,3137,0.57,3.44
39.0075,3139.6,0.67,3.38
39.0325,3142.2,0.59,3.36
39.0575,3144.8,0.47,3.4
39.085,3147.7,0.36,3.57
39.1075,3150,0.63,3.36
39.1325,3151.6,0.55,3.06
39.1575,3153.2,0.67,3.43
39.21,3156.5,0.75,3.31
39.23,3157.8,0.79,3.26
39.255,3159.4,0.97,3.26
39.2825,3161.1,0.91,3.24
39.3075,3162.7,0.69,3.1
39.3325,3164.3,1.01,3.3
39.36,3166.1,1.02,3.35
39.385,3167.7,0.69,3.26
39.41,3169.3,0.88,3.13
39.455,3172.1,0.76,3.22
39.505,3175.5,0.84,3.38
39.555,3180.6,0.81,3.23
39.605,3185.7,0.9,3.14
39.655,3190.8,1.04,3.04
39.705,3195.8,1.15,3.33
39.755,3200.9,0.55,2.88
39.855,3211.1,1.24,3.23
39.905,3216.2,0.9,3.21
40.015,3227.4,0.93,3.27
40.065,3232.5,1.07,3.45
40.115,3234.9,1.01,3.33
40.165,3238.3,1.06,3.26
40.265,3245,0.64,3.23
40.315,3248.4,0.9,3.16
40.365,3251.8,0.54,3.31
40.465,3258.6,0.35,3.49
40.515,3261.9,0.96,3.51
40.615,3268.7,0.51,3.58
40.665,3272.1,0.93,3.58
40.765,3278.8,0.73,3.39
40.835,3282.2,0.59,3.59
40.885,3284.4,0.54,4.01
40.935,3293.1,0.25,3.47
40.985,3301.9,0.54,4.14
41.035,3304.7,0.24,3.66
41.085,3307.5,0.46,3.8
41.135,3310.4,0.53,3.71
41.23,3315.8,0.91,3.32
41.285,3318.9,0.67,3.38
41.335,3321.7,0.73,3.34
41.385,3324.5,0.7,3.32
41.435,3327.4,0.74,3.82
41.535,3334.9,0.79,3.32
41.585,3338.6,0.94,3.49
41.635,3342.4,0.65,3.26
41.735,3349.9,0.85,3.46
41.785,3353.7,0.79,3.32
41.835,3357.4,0.61,3.31
41.885,3361.2,0.48,3.43
41.935,3365,0.57,3.22
42.035,3372.5,0.51,3.72
42.085,3376.2,0.69,3.39
42.135,3380,0.46,3.66
42.185,3389,0.73,3.31
42.285,3407,0.58,3.17
42.335,3416,0.5,3.57
42.385,3425,0.21,3.74
42.435,3430.2,0.66,3.54
42.485,3435.5,0.77,3.39
42.535,3440.7,0.7,3.3
42.585,3445.9,0.73,3.35
42.635,3451.2,0.76,3.28
42.73,3461.1,0.66,3.29
42.835,3474.1,0.77,3.24
42.885,3480.7,0.65,3.27
42.935,3487.4,0.5,3.28
42.985,3494,0.53,3.21
43.035,3500.7,0.57,3.05
43.085,3507.3,0.54,3.22
43.135,3514,0.55,2.4
43.285,3520.4,0.82,3.16
43.335,3522.5,0.64,3.15
43.385,3524.6,0.54,3.12
43.485,3535.5,0.46,3.18
43.535,3541.3,0.73,3.15
43.635,3552.9,0.6,3.38
43.685,3558.7,0.87,3.57
43.735,3561.6,0.66,3.38
43.785,3563.6,0.94,3.44
43.835,3565.7,0.96,3.46
43.885,3567.7,1,3.24
43.985,3571.8,1.04,3.21
44.035,3573.8,0.93,3.04
44.085,3575.9,0.72,3.39
44.135,3577.9,0.88,3.19
44.185,3580,0.98,3.32
44.23,3581.8,0.9,3.39
44.285,3584.1,0.85,3.25
44.335,3586.1,0.76,3.3
44.385,3588.1,0.96,3.28
44.435,3590.1,0.9,3.27
44.485,3591.1,0.82,3.37
44.535,3592.2,0.7,3.2
44.585,3593.3,0.84,3.29
44.635,3594.3,0.77,3.32
44.685,3595.4,0.77,3.23
44.735,3596.4,0.8,3.09
44.785,3597.5,0.74,3.13
44.835,3598.5,0.61,3
44.935,3600.6,0.66,3.35
44.985,3601.7,0.81,2.94
45.035,3602.7,0.78,3.62
45.085,3603.5,0.66,3.2
45.135,3604.3,0.82,3.34
45.185,3605.1,0.81,3.46
45.235,3605.9,0.87,3.36
45.285,3606.7,0.94,3.34
45.335,3607.5,0.82,3.19
45.385,3608.3,0.94,3.23
45.435,3609.1,0.71,3.22
45.485,3609.9,0.94,3.39
45.535,3610.7,0.47,3.16
45.585,3611.4,0.92,3.34
45.61,3611.8,0.99,3.31
45.66,3612.6,0.53,3.2
45.71,3613.4,0.96,3.35
45.76,3614.2,0.98,2.94
45.81,3615,0.96,3.18
45.86,3615.8,0.96,3.23
45.91,3616.6,1.02,2.49
45.96,3617.4,0.91,3.12
46.01,3618.2,0.45,2.33
46.06,3620.5,0.73,3.36
46.11,3622.9,0.68,3.37
46.16,3625.3,0.68,3.48
46.21,3627.6,0.54,3.22
46.26,3630,0.76,3.6
46.36,3631.9,0.8,3.47
46.41,3632.9,0.95,3.18
46.46,3633.9,0.9,3
46.51,3634.8,0.89,3.24
46.56,3635.8,0.77,3.41
46.61,3636.7,0.46,3.14
46.66,3637.7,0.81,3.53
46.71,3638.7,0.8,3.32
46.76,3639.6,0.74,3.61
46.81,3640.6,0.55,3.35
46.86,3641.6,0.87,3.54
46.91,3642.5,0.9,3.21
46.96,3643.5,0.94,3.28
47.01,3644.4,0.97,3.12
47.16,3647.3,0.74,3.28
47.21,3648.3,0.87,3.29
47.26,3649.3,0.8,3.32
47.36,3651.2,0.54,3.35
47.41,3652.1,0.68,3.53
47.51,3654.1,0.83,3.09
47.56,3655,0.91,3.16
47.66,3657,1.05,3.47
47.71,3657.9,0.79,3.33
47.76,3658.9,0.92,3.36
47.81,3659.9,0.9,3.48
47.86,3660.8,0.78,3.52
47.91,3661.8,0.85,3.7
47.96,3662.7,0.94,3.61
48.01,3663.7,0.95,3.25
48.06,3664.7,0.86,3.32
48.11,3668,1.16,3.86
