Depth ref [m],Age [ka BP],C. mundulus d13C [per mil PDB],C. mundulus d18O [per mil PDB]
247.905,22534.6,1.61,1.82
247.93,22537.2,1.8,2.14
247.955,22539.7,1.51,1.93
247.98,22542.3,1.73,2.13
248.005,22544.9,1.68,2.12
248.03,22547.4,1.58,1.98
248.055,22550,1.74,2.29
248.08,22552.6,1.75,2.24
248.105,22555.2,1.63,2.03
248.13,22557.7,1.59,1.85
248.155,22560.3,1.65,2.09
248.18,22562.9,1.67,2.3
248.205,22565.4,1.77,2.02
248.23,22568,1.81,2.28
248.255,22570.5,1.75,2.09
248.28,22573.1,1.66,2.14
248.305,22575.6,1.72,2.27
248.33,22578.1,1.78,2.36
248.355,22580.7,1.66,2.05
248.38,22583.2,1.64,2.1
248.405,22585.8,1.73,2.03
248.455,22590.8,1.67,1.99
248.48,22593.4,1.52,1.89
248.505,22595.9,1.53,1.86
248.53,22598.4,1.46,1.89
248.555,22601,1.58,2
248.58,22603.5,1.35,2.02
248.605,22606.1,1.17,1.87
248.63,22608.6,1.34,1.78
248.655,22611.1,1.48,2.07
248.68,22613.7,1.29,1.9
248.705,22616.2,1.39,1.81
248.73,22618.7,1.5,2.02
248.755,22621.3,1.61,2.01
248.78,22623.8,1.46,1.95
248.805,22626.4,1.46,2.03
248.83,22628.9,1.51,1.84
248.855,22631.4,1.51,1.83
248.88,22634,1.47,1.87
248.905,22636.5,1.42,1.82
248.93,22639,1.63,2.09
248.955,22641.6,1.38,1.69
248.98,22644.1,1.33,1.97
249.08,22654.3,1.27,1.78
249.105,22656.8,1.31,1.89
249.165,22662.9,1.33,1.59
249.19,22665.4,1.46,1.75
249.215,22668,1.66,1.55
249.24,22670.4,1.49,1.88
249.265,22672.6,1.68,1.58
249.29,22674.7,1.62,1.68
249.315,22676.8,1.57,1.54
249.34,22679,1.34,1.67
249.365,22681.1,1.53,1.57
249.39,22683.2,1.66,1.84
249.415,22685.3,1.45,1.39
249.465,22689.6,1.59,1.54
249.49,22691.7,1.44,1.75
249.515,22693.9,1.46,1.79
249.54,22696,1.6,1.98
249.565,22698.1,1.39,1.82
249.59,22700.3,1.5,1.41
249.615,22702.4,1.43,1.91
249.64,22704.5,1.63,1.6
249.665,22706.7,1.54,1.56
249.69,22708.8,1.27,1.63
249.715,22710.9,1.41,1.64
249.765,22715.2,1.3,1.71
249.815,22719.4,1.31,2.1
249.84,22721.6,1.57,1.92
249.865,22723.7,1.55,1.9
249.89,22725.8,1.56,2.01
249.915,22728,1.13,1.83
249.94,22730.1,1.23,1.78
249.965,22732.2,1.41,1.89
249.99,22734.4,1.21,1.77
250.015,22736.5,1.23,1.69
250.04,22738.6,1.54,1.77
250.065,22740.8,1.37,1.78
250.09,22742.9,1.61,1.84
250.115,22745,1.6,1.74
250.14,22747.1,1.57,1.85
250.165,22749.6,1.49,1.98
250.19,22752.3,1.46,1.72
250.215,22754.9,1.36,1.87
250.24,22757.6,1.37,1.78
250.265,22760.3,1.62,1.53
250.315,22765.6,1.4,1.86
250.34,22768.2,1.45,1.58
250.365,22770.9,1.51,1.71
250.39,22773.6,1.36,1.82
250.415,22776.2,1.51,1.99
250.465,22781.6,1.33,1.67
250.49,22784.2,1.49,1.84
250.515,22786.9,1.39,1.89
250.54,22789.5,1.23,1.57
250.565,22792.2,1.36,1.41
250.59,22794.9,1.35,1.45
250.615,22797.5,1.51,1.58
250.64,22800.2,1.37,1.5
250.665,22802.9,1.26,1.43
250.69,22805.5,1.39,1.54
250.715,22808.2,1.41,1.59
250.74,22810.8,1.08,1.44
250.765,22813.5,1.14,1.31
250.79,22816.2,1.52,1.5
250.815,22818.8,1.29,1.43
250.84,22821.5,1.56,2.03
250.865,22824.2,1.5,1.81
250.89,22826.8,1.32,1.68
250.915,22829.5,1.48,1.83
250.94,22832.2,1.41,1.81
250.965,22834.8,1.63,1.66
250.99,22837.5,1.48,2.1
251.015,22840.1,1.46,1.92
251.04,22842.8,1.44,2.06
251.065,22845.5,1.6,2.11
251.09,22847.8,1.37,2.13
251.115,22850.1,1.47,2.02
251.14,22852.4,1.46,2.16
251.165,22854.7,1.53,2.05
251.19,22857,1.64,2.09
251.215,22859.3,1.5,2.01
251.24,22861.6,1.58,1.86
251.265,22863.8,1.41,1.98
251.29,22866.1,1.31,1.87
251.315,22868.4,1.38,1.81
251.34,22870.7,1.23,1.96
251.365,22873,1.21,1.76
251.39,22875.3,1.16,1.76
251.415,22877.6,1.36,1.8
251.44,22879.9,1.15,1.72
251.49,22884.4,1.64,1.74
251.515,22886.7,1.39,1.84
251.565,22891.3,1.35,1.75
251.59,22893.6,1.4,1.77
251.615,22895.9,1.22,1.69
251.64,22898.2,1.52,1.53
251.665,22900.5,1.32,1.64
251.69,22902.7,1.49,1.61
251.715,22905,1.73,1.78
251.74,22907.3,1.49,1.51
251.765,22909.6,1.42,1.76
251.79,22911.9,1.12,1.84
251.815,22914.2,1.41,1.82
251.84,22916.5,1.69,1.68
251.865,22918.8,1.6,1.87
251.89,22921.1,1.52,1.83
251.915,22923.3,1.68,1.85
251.94,22925.6,1.44,1.86
251.965,22927.9,1.18,1.77
251.99,22930.2,1.47,2.08
252.015,22932.5,1.59,2.15
252.04,22934.8,1.56,2.04
252.065,22937.1,1.66,2.22
252.09,22939.4,1.62,2.13
252.115,22941.6,1.76,2.14
252.165,22946.2,1.34,1.86
252.19,22948.5,1.58,2.07
252.215,22950.8,1.63,2.05
252.24,22953.1,1.85,2.11
252.265,22955.7,1.4,1.93
252.29,22958.4,1.5,1.97
252.315,22961.2,1.73,2.09
252.34,22963.9,1.61,1.77
252.365,22966.7,1.8,1.96
252.39,22969.4,1.52,1.94
252.415,22972.2,1.75,1.84
252.44,22974.9,1.8,1.84
252.465,22977.7,1.51,1.73
252.49,22980.4,1.59,1.6
252.515,22983.2,1.29,1.62
252.54,22985.9,1.81,1.73
252.565,22988.7,1.58,1.9
252.59,22991.4,1.44,1.61
252.615,22994.2,1.83,1.73
252.64,22996.9,1.29,1.88
252.665,22999.7,1.48,1.61
252.69,23002.4,1.69,2.07
252.715,23005.2,1.46,2.01
252.74,23008,1.56,2.2
252.765,23010.7,1.18,1.81
252.79,23013.5,1.8,2.02
252.815,23016.2,1.79,2.12
252.865,23021.7,1.77,2.28
252.89,23024.5,1.52,1.94
252.915,23027.2,1.68,2.24
252.94,23030,1.79,2.41
252.965,23032.7,1.81,2.21
252.965,23032.8,1.62,2.24
252.99,23035.5,1.56,2.25
252.992,23035.7,1.33,2.34
253.015,23038.2,1.62,2.37
253.02,23038.7,1.56,2.13
253.04,23041,1.54,2.39
253.047,23041.8,1.85,2.37
253.065,23043.7,1.57,2.3
253.075,23044.8,1.88,2.4
253.09,23046.5,1.46,2.3
253.102,23047.8,1.77,2.44
253.115,23049.2,1.55,2.25
253.13,23050.9,1.85,2.38
253.14,23052,1.58,2.25
253.157,23053.4,1.61,2.36
253.165,23054.1,1.49,2.34
253.185,23055.7,1.84,2.37
253.19,23056.1,1.55,2.32
253.212,23058,1.7,2.18
253.215,23058.2,1.68,2.27
253.24,23060.2,1.87,2.2
253.24,23060.3,1.78,2.28
253.265,23062.3,1.68,2.3
253.267,23062.5,1.82,1.89
253.29,23064.4,1.63,2.33
253.295,23064.8,1.64,2
253.315,23066.4,1.58,2.19
253.322,23067,1.57,2.19
253.34,23068.5,1.76,2.26
253.35,23069.3,1.54,2.19
253.365,23070.6,1.68,2.27
253.377,23071.6,1.4,2.22
253.39,23072.6,1.85,2.28
253.405,23073.8,1.95,2.39
253.415,23074.7,1.73,2.34
253.432,23076.1,1.63,2.27
253.44,23076.8,1.65,2.31
253.46,23078.4,1.44,2.31
253.465,23078.8,1.59,2.33
253.487,23080.7,1.77,2.23
253.49,23080.9,1.52,2.35
253.515,23082.9,1.89,2.35
253.515,23082.9,1.62,2.34
253.54,23085,1.63,2.34
253.542,23085.2,1.39,2.2
253.565,23087.1,1.52,2.33
253.57,23087.5,1.67,2.26
253.59,23089.1,1.69,2.28
253.597,23089.7,1.78,2.36
253.615,23091.2,1.45,2.28
253.64,23093.3,1.51,2.24
253.665,23095.3,1.55,2.34
253.69,23097.4,1.57,2.31
253.715,23099.4,1.44,2.24
253.74,23101.5,1.51,2.08
253.765,23103.6,1.51,2.22
253.79,23105.6,1.62,2.43
253.815,23107.7,1.64,2.25
253.84,23109.8,1.51,2.29
253.865,23111.8,1.63,2.23
253.89,23113.9,1.59,2.1
253.915,23115.9,1.49,2.16
253.94,23118,1.58,2.23
253.965,23120.7,1.41,2.28
253.99,23123.4,1.52,2.08
254.015,23126.1,1.49,2.12
254.04,23128.8,1.56,2.15
254.065,23131.5,1.55,2.11
254.09,23134.3,1.35,2.04
254.115,23137,1.42,2.07
254.14,23139.7,1.39,2.22
254.165,23142.4,1.6,2.15
254.19,23145.1,1.51,2.13
254.215,23147.8,1.51,2.12
254.24,23150.5,1.53,2.05
254.265,23153.2,1.54,2.12
254.29,23155.9,1.43,2.11
254.315,23158.6,1.49,2.35
254.34,23161.3,1.32,1.88
254.365,23164.1,1.34,2.15
254.39,23166.8,1.41,1.96
254.415,23169.5,1.23,1.82
254.44,23172.2,1.25,1.67
254.465,23174.9,1.41,1.94
254.49,23177.6,1.39,1.93
254.515,23180.3,1.35,2.01
254.54,23183,1.51,1.91
254.565,23185.7,1.39,1.74
254.59,23188.4,1.39,1.86
254.615,23191.1,1.38,1.6
254.64,23193.9,1.44,1.72
254.665,23196.6,1.55,1.88
254.69,23199.3,1.59,2.21
254.715,23202,1.49,2.24
254.74,23204.7,1.37,1.9
254.765,23207.4,1.37,2.01
254.79,23210.1,1.51,2.16
254.815,23212.8,1.39,2.04
254.84,23215.5,1.39,1.8
254.865,23218.2,1.43,2.11
254.89,23220.9,1.47,2.04
254.915,23223.7,1.36,1.89
254.94,23226.4,1.43,2.17
254.965,23229.1,1.37,2.02
254.99,23231.8,1.44,1.95
255.015,23234.5,1.36,1.86
255.04,23237.2,1.39,1.85
255.065,23239.9,1.36,1.82
255.09,23242.6,1.08,1.55
255.115,23245.3,1.5,2.16
255.14,23248,1.21,1.8
255.165,23250.7,1.06,1.7
255.19,23253.4,1.11,1.76
255.215,23256.2,1.01,1.67
255.24,23258.9,1.07,1.58
255.265,23261.6,0.93,1.54
255.29,23264.3,0.88,1.6
255.315,23267,1.04,1.57
255.34,23269.7,0.89,1.76
255.365,23272.4,0.92,1.51
255.39,23275.1,0.95,1.53
255.415,23277.8,1.02,1.49
255.44,23280.5,1.1,1.6
255.465,23283.2,1.25,1.65
255.49,23286,1.21,1.77
255.515,23288.7,0.96,1.58
255.54,23291.4,0.98,1.43
255.565,23294.1,0.83,1.55
255.615,23299.5,1.02,1.78
255.64,23302.2,1.01,1.95
255.665,23304.9,1.09,1.59
255.69,23307.6,1.05,1.87
255.715,23310.3,1,1.71
255.79,23318.5,0.92,1.85
255.815,23321.2,1.27,1.8
255.84,23323.9,1.2,1.69
255.865,23326.6,1.05,1.72
255.89,23328.7,1.1,1.67
255.915,23330.3,0.96,1.87
255.94,23331.8,1.2,1.73
255.965,23333.4,1.25,1.76
255.99,23334.9,1.24,1.84
256.015,23336.4,1.16,1.75
256.04,23338,0.9,1.77
256.065,23339.5,1.12,1.67
256.09,23341,1.19,1.73
256.165,23345.7,1.17,1.91
256.19,23347.2,1.2,1.87
256.215,23348.7,1.11,1.92
256.24,23350.3,1.16,1.95
256.265,23351.8,0.98,1.45
256.29,23353.4,1.26,1.74
256.315,23354.9,1.18,1.67
256.34,23356.4,1.21,1.76
256.39,23359.5,1.09,1.69
256.415,23361.1,1.11,1.56
256.44,23362.6,1.14,1.59
256.465,23364.1,0.92,1.64
256.49,23365.7,1.01,1.64
256.515,23367.2,0.98,1.63
256.54,23368.8,0.95,1.6
256.565,23370.3,1.02,1.71
256.59,23371.8,1.02,1.64
256.665,23376.4,1.01,1.54
256.715,23379.5,1.07,1.42
256.74,23381.1,1.09,1.76
256.79,23384.1,0.97,1.39
256.865,23388.8,0.88,1.63
256.89,23390.3,1.26,1.82
256.915,23391.8,1.27,1.81
256.965,23394.9,1.23,1.86
257.015,23398,1.32,1.66
257.04,23399.5,1.32,1.61
257.065,23401.1,1.35,1.7
257.09,23402.6,1.37,1.7
257.115,23404.1,1.43,1.66
257.19,23408.8,1.43,1.68
257.215,23410.3,1.39,1.61
257.24,23411.8,1.47,1.67
257.265,23413.4,1.44,1.69
257.29,23414.9,1.3,1.77
257.315,23416.5,1.33,1.64
257.34,23418,1.4,1.73
257.365,23419.5,1.43,1.83
257.39,23421.1,1.33,1.82
257.415,23422.6,1.49,1.97
257.44,23424.2,1.38,1.81
257.465,23425.7,1.45,1.52
257.49,23427.2,1.44,1.86
257.54,23430.3,1.27,1.63
257.565,23431.8,1.2,1.82
257.59,23433.4,1.43,1.93
257.615,23435.1,1.42,1.67
257.64,23437.1,1.54,1.99
257.665,23439,1.4,1.5
257.69,23440.9,1.41,1.78
257.715,23442.8,1.52,1.85
257.74,23444.7,1.27,1.55
257.765,23446.6,1.45,1.67
257.79,23448.5,1.57,1.55
257.84,23452.3,1.26,1.69
257.89,23456.2,1.29,1.71
257.915,23458.1,1.4,1.64
257.94,23460,1.32,1.8
257.965,23461.9,1.37,1.84
257.99,23463.8,1.43,1.85
258.015,23465.7,1.31,1.7
258.04,23467.6,1.5,1.76
258.09,23471.4,1.48,1.89
258.115,23473.4,1.41,1.67
258.14,23475.3,1.5,1.82
258.165,23477.2,1.41,1.93
258.215,23481,1.48,1.77
258.29,23486.7,1.57,1.8
258.315,23488.6,1.56,1.76
258.34,23490.5,1.3,1.81
258.39,23494.4,1.53,1.83
258.415,23496.3,1.48,1.79
258.44,23498.2,1.42,1.73
258.49,23502,1.5,1.81
258.515,23503.9,1.44,1.64
258.54,23505.8,1.4,2.11
258.565,23507.7,1.26,2.1
258.59,23509.7,1.43,1.67
258.64,23513.5,1.38,2
258.665,23515.5,1.38,2.08
258.69,23518,1.45,1.84
258.755,23524.5,1.67,1.73
258.78,23527,1.49,1.77
258.805,23529.5,1.6,1.84
258.83,23532,1.39,1.7
258.855,23534.5,1.36,1.65
258.88,23537,1.5,1.79
258.905,23539.5,1.47,1.96
258.98,23547,1.26,1.93
259.005,23549.5,1.42,1.88
259.03,23552,1.11,1.88
259.055,23554.5,1.31,2.11
259.08,23557,1.18,1.97
259.155,23564.5,1.32,1.8
259.205,23569.5,1.25,1.99
259.23,23572,1.49,1.82
259.255,23574.5,1.5,1.68
259.28,23577,1.37,1.76
259.305,23579.5,1.26,1.95
259.33,23582,1.35,1.78
259.355,23584.5,1.29,1.76
259.38,23587,1.09,1.73
259.405,23589.5,1.2,2.01
259.43,23592,1.37,1.93
259.455,23594.5,1.27,1.96
259.48,23597,1.26,2.06
259.505,23599.5,1.54,1.85
259.53,23602.2,1.24,1.91
259.555,23605.1,1.29,1.86
259.58,23608,1.33,1.87
259.605,23611,1.18,1.78
259.63,23613.9,0.97,1.76
259.655,23616.8,1.15,1.58
259.68,23619.8,1.36,1.75
259.705,23622.7,1.16,1.75
259.73,23625.7,1.26,1.74
259.755,23628.6,1.23,1.65
259.78,23631.5,1.26,1.56
259.83,23637.4,1.07,1.64
259.855,23640.3,1.05,1.7
259.88,23643.3,1.26,1.84
259.905,23646.2,1.2,1.97
259.93,23649.1,1.16,1.71
259.955,23652.1,1.27,2.01
259.985,23655.6,1.07,1.61
260.01,23658.5,1.24,1.6
260.035,23661.5,1.25,1.68
260.06,23664.4,1.2,1.95
260.085,23667.3,1.18,1.51
260.11,23670.3,1.03,1.59
260.135,23673.2,1.25,1.73
260.16,23676.1,0.79,1.78
260.185,23679.1,0.81,1.89
260.21,23682,1.08,1.74
260.235,23684.9,0.8,1.63
260.285,23690.8,0.9,1.74
260.31,23693.7,1.02,1.63
260.36,23699.6,1.01,1.84
260.385,23702.5,0.72,1.35
260.41,23705.5,0.82,1.22
260.46,23711.7,0.85,1.7
260.485,23715.1,0.89,1.52
260.51,23718.4,0.92,1.6
260.535,23721.8,0.91,1.27
260.585,23728.6,1,1.44
260.61,23731.9,0.82,1.56
260.685,23742,0.86,1.48
260.71,23745.4,1,1.33
260.735,23748.8,0.88,1.25
260.76,23752.2,0.82,1.27
260.785,23755.5,0.67,1.19
260.81,23758.9,0.77,1.24
260.835,23762.3,1.04,1.55
260.86,23765.7,0.88,1.62
260.885,23769,0.82,1.45
260.91,23772.4,0.91,1.4
260.935,23775.8,0.79,1.54
260.96,23779.1,0.97,1.59
261.01,23785.9,0.95,1.83
261.035,23789.3,0.81,1.47
261.06,23792.6,0.91,1.39
261.085,23796,1.12,1.66
261.11,23799.4,0.85,1.55
261.135,23802.7,0.95,1.47
261.16,23806.1,1.23,1.57
261.185,23809.5,1.09,1.5
261.21,23812.9,1.04,1.42
261.235,23816.2,1.01,1.53
261.26,23819.6,1.05,1.6
261.285,23823,1.17,1.65
261.31,23825.8,1.05,1.49
261.335,23827.9,1.07,1.79
261.46,23838.3,1.32,1.73
261.485,23840.4,1.24,1.48
261.51,23842.5,1.39,1.64
261.535,23844.6,1.25,1.45
261.56,23846.7,1.36,1.64
261.585,23848.8,1.39,1.56
261.61,23850.8,1.26,1.55
261.635,23852.9,1.35,1.54
261.66,23855,1.43,1.76
261.685,23857.1,1.1,1.63
261.71,23859.2,1.1,1.53
261.735,23861.3,1.1,1.75
261.76,23863.3,1.08,1.71
261.785,23865.4,1.28,1.77
261.81,23867.5,1.3,1.64
261.86,23871.7,1.24,1.44
261.885,23873.8,1.04,1.42
261.91,23875.8,0.89,1.5
261.935,23877.9,1.19,1.39
261.96,23880,1.13,1.3
261.985,23882.1,1.06,1.3
262.01,23884.2,1.27,1.53
262.035,23886.3,1.19,1.41
262.06,23888.3,1.32,1.48
262.085,23890.4,1.22,1.58
262.11,23892.5,1.35,1.86
262.135,23894.6,1.33,1.7
262.16,23896.7,1.32,1.76
262.185,23898.8,0.99,1.71
262.21,23900.8,1.18,1.68
262.235,23902.9,1.16,1.58
262.28,23906.5,1.31,1.67
262.305,23908.5,1.08,1.44
262.33,23910.4,1.29,1.78
262.355,23912.3,1.37,1.73
262.38,23914.3,1.06,1.48
262.401,23915.9,1.03,1.52
262.405,23916.2,1.2,1.46
262.418,23917.2,1.22,1.74
262.43,23918.1,1.28,1.65
262.435,23918.5,1.15,1.75
262.452,23919.9,1.24,1.65
262.455,23920.1,1.3,1.69
262.47,23921.2,1.23,1.5
262.48,23922,1.19,1.81
262.487,23922.5,0.95,1.68
262.522,23925.2,1.28,1.75
262.539,23926.5,1.17,1.8
262.556,23927.9,1.2,1.56
262.577,23929.5,1.15,1.76
262.599,23931.2,1.17,1.55
262.621,23932.9,1.16,1.71
262.645,23934.7,1.23,1.7
262.674,23937,1.25,1.49
262.702,23939.2,1.22,1.58
262.731,23941.4,1.24,1.59
262.76,23943.6,1.36,1.69
262.766,23944.1,1.33,1.69
262.795,23946.3,1.22,1.73
262.827,23948.8,1.22,1.54
262.86,23951.4,1.18,1.72
262.893,23953.9,1.2,1.54
262.925,23956.4,1.09,1.4
262.958,23958.9,1.24,1.47
262.991,23961.5,1.25,1.46
263.023,23964,1.3,1.6
263.058,23966.6,1.33,1.77
263.093,23969.3,1.37,1.77
263.127,23972,1.11,1.55
263.162,23974.7,1.06,1.6
263.197,23977.4,1.18,1.59
263.231,23980.1,1.29,1.77
263.266,23982.7,1.14,1.83
263.301,23985.4,0.92,1.66
263.336,23988.1,1.04,1.64
263.37,23990.8,1.01,1.55
263.405,23993.5,1.14,1.65
263.44,23996.1,0.85,1.6
263.474,23998.8,0.93,1.6
263.509,24001.5,0.88,1.43
263.544,24004.2,0.8,1.44
263.579,24006.9,0.99,1.42
263.613,24009.6,1.07,1.64
263.648,24012.2,0.99,1.5
263.692,24015.7,0.91,1.54
263.736,24019.1,0.93,1.54
263.78,24022.4,0.91,1.5
263.823,24025.8,0.81,1.43
263.866,24029.1,0.8,1.41
263.909,24032.4,0.72,1.67
263.952,24035.7,0.95,1.67
263.996,24039.1,1.07,1.6
264.04,24042.6,0.97,1.63
264.084,24045.9,1.03,1.41
264.127,24049.9,0.93,1.37
264.17,24054.1,0.85,1.48
264.214,24058.3,0.94,1.39
264.256,24062.5,1.09,1.74
264.299,24066.8,0.93,1.69
264.343,24071,0.93,1.69
264.387,24075.4,0.8,1.67
264.431,24079.7,0.83,1.64
264.46,24082.5,1.04,1.74
264.475,24083.9,0.89,1.53
264.485,24085,1.06,1.73
264.51,24087.4,1.03,1.53
264.515,24087.9,0.85,1.69
264.535,24089.9,0.97,1.72
264.55,24091.3,0.88,1.74
264.56,24092.3,0.98,1.65
264.61,24097.2,0.97,1.61
264.635,24099.7,1.1,1.66
264.66,24102.1,0.97,1.64
264.685,24104.6,0.87,1.7
264.71,24107,0.88,1.51
264.735,24109.5,0.98,1.64
264.76,24111.9,1.03,1.62
264.81,24116.9,0.87,1.39
264.835,24119.3,0.97,1.56
264.86,24121.8,0.98,1.65
264.885,24124.2,1.04,1.54
264.91,24126.7,0.91,1.38
264.935,24129.1,1.06,1.61
264.985,24134,1.23,1.75
265.01,24136.5,0.98,1.52
265.035,24138.9,1.02,1.45
265.06,24141.4,1.02,1.55
265.085,24143.8,1.06,1.61
265.11,24146.3,1.03,1.62
265.135,24148.7,0.98,1.52
265.16,24151.2,1.04,1.66
265.235,24158.5,1.14,1.66
265.26,24161,1.14,1.6
265.285,24162.6,1.14,1.63
265.335,24165.7,1.21,1.72
265.36,24167.2,1.29,1.7
265.385,24168.8,1.17,1.88
265.41,24170.3,1.02,1.55
265.435,24171.9,1.1,1.53
265.46,24173.4,1.02,1.53
265.485,24175,1.22,1.72
265.51,24176.5,0.83,1.62
265.535,24178.1,1.28,1.59
265.56,24179.7,1.32,1.63
265.585,24181.2,1.14,1.64
265.61,24182.8,1.11,1.61
265.635,24184.3,0.9,1.72
265.66,24185.9,0.82,1.58
265.685,24187.4,0.88,1.67
265.71,24189,0.93,1.64
265.735,24190.5,0.83,1.87
265.76,24192.1,0.84,1.52
265.785,24193.7,0.89,1.54
265.81,24195.2,0.76,1.73
265.86,24198.3,0.95,1.72
265.885,24199.9,0.97,1.64
265.91,24201.4,0.96,1.51
265.935,24203,1.09,1.82
265.96,24204.5,0.94,1.64
265.985,24206.1,1.03,1.69
266.01,24207.6,0.94,1.54
266.035,24209.2,0.9,1.48
266.06,24210.8,0.92,1.55
266.085,24212.3,0.96,1.67
266.11,24213.9,0.83,1.42
266.135,24215.4,0.95,1.63
266.16,24217,0.95,1.63
266.185,24218.5,1.06,1.55
266.21,24220.1,0.94,1.53
266.235,24221.6,1.03,1.67
266.26,24223.2,0.99,1.55
266.31,24226.3,0.9,1.54
266.335,24227.9,0.98,1.44
266.36,24229.4,1.05,1.5
266.41,24232.5,0.86,1.37
266.46,24235.6,0.9,1.49
266.485,24237.2,1.13,1.73
266.51,24238.7,1.21,1.65
266.535,24240.3,1.16,1.78
266.56,24241.9,1.18,1.65
266.585,24243.4,1.29,1.98
266.61,24245,1.16,1.61
266.635,24246.5,1.11,1.58
266.66,24248.1,1.23,1.58
266.685,24249.6,1.18,1.78
266.71,24251.2,1.27,1.56
266.735,24252.7,1.35,1.74
266.76,24254.3,1.29,1.69
266.785,24255.8,1.36,1.67
266.81,24257.4,1.3,1.76
266.835,24259,0.88,1.49
266.86,24260.5,1.11,1.68
266.885,24262.1,1.17,1.71
266.91,24264.4,1.24,1.68
266.935,24267.8,1.22,1.89
266.96,24271.2,1.14,1.76
266.985,24274.6,1.42,1.96
267.01,24278.1,1.11,2.01
267.035,24281.5,1.35,1.78
267.06,24284.9,1.43,1.9
267.085,24288.4,1.17,1.9
267.11,24291.8,1.4,1.84
267.135,24295.2,1.36,1.83
267.16,24298.6,1.29,1.66
267.185,24302.1,1.22,1.75
267.235,24308.9,1.22,1.77
267.26,24312.3,1.36,1.86
267.285,24315.8,1.33,1.74
267.335,24322.6,1.25,1.78
267.41,24332.9,1.07,1.74
267.435,24336.3,1.43,1.85
267.485,24342.7,1.3,1.78
267.51,24345.8,1.25,1.73
267.535,24348.9,1.4,1.8
267.56,24352.1,1.09,1.79
267.66,24364.6,1.18,1.88
267.685,24367.8,1.21,1.78
267.71,24370.9,0.99,1.77
267.735,24374.1,1.17,1.8
267.76,24377.2,1.01,1.63
267.785,24380.3,0.93,1.59
267.835,24386.6,1.25,1.77
267.86,24389.8,1.11,1.63
267.885,24392.9,1.29,1.81
267.91,24396.1,1.39,1.85
267.935,24399.2,1.2,1.67
267.96,24402.3,1.01,1.7
267.985,24405.5,1.1,1.99
268.01,24408.6,1.33,1.93
268.035,24411.8,1.28,1.67
268.06,24414.9,1.31,1.83
268.085,24418,1.37,1.75
268.11,24421.2,1.04,1.99
268.135,24424.3,1.37,1.96
268.16,24427.5,1.28,1.88
268.185,24430.6,1.44,1.9
268.21,24433.7,1.09,2.1
268.285,24440.2,1.13,1.89
268.31,24442.2,1.14,1.99
268.335,24444.2,1.24,2.01
268.36,24446.2,1.26,2
268.385,24448.2,1.18,1.96
268.41,24450.2,1.08,1.9
268.46,24454.2,1.16,1.89
268.485,24456.2,1.22,2.08
268.51,24458.2,0.9,1.84
268.535,24460.2,1.16,1.95
268.56,24462.3,1.02,1.84
268.585,24464.3,0.93,1.58
268.61,24466.3,0.93,1.72
268.635,24468.3,0.91,1.66
268.66,24470.3,0.99,1.78
268.71,24474.3,1.15,2.04
268.735,24476.3,1.08,1.85
268.76,24478.3,1.08,1.72
268.785,24480.3,0.76,1.51
268.81,24482.3,1.07,2.05
268.835,24484.3,0.91,1.76
268.86,24486.3,0.81,1.66
268.885,24488.3,0.87,1.66
268.91,24490.3,1.01,1.71
268.935,24492.3,1.12,1.7
268.96,24494.3,1.26,1.96
268.985,24496.3,1.11,1.88
269.01,24498.3,1.14,1.81
269.035,24500.3,1.12,1.74
269.06,24502.3,0.84,1.92
269.085,24504.3,1.11,1.8
269.11,24506.3,0.82,1.95
269.135,24508.3,0.93,1.82
269.16,24510.3,1.04,1.88
269.185,24512.3,0.8,1.9
269.21,24514.3,0.91,1.99
269.235,24516.3,1.09,1.99
269.26,24518.4,0.99,2.01
269.285,24520.4,0.98,1.8
269.31,24522.4,1.1,1.85
269.335,24524.4,0.99,1.99
269.36,24526.4,1.14,1.78
269.385,24528.4,1.19,1.9
269.41,24530.4,0.93,1.88
269.435,24532.4,1.04,1.81
269.46,24534.4,1.07,1.85
269.485,24536.4,0.99,1.66
269.51,24538.4,1.12,1.93
269.535,24540.4,0.87,1.61
269.56,24542.4,1.17,1.9
269.585,24544.6,1.09,1.85
269.61,24547.4,1.13,2.03
269.635,24550.3,1.14,2.17
269.66,24553.2,1.06,1.77
269.685,24556,1.07,2.04
269.71,24558.9,1.2,1.94
269.735,24561.8,0.83,1.6
269.76,24564.6,1.18,1.9
269.785,24567.5,0.84,1.54
269.81,24570.4,0.98,1.84
269.835,24573.2,0.85,1.69
269.86,24576.1,1.03,1.79
269.885,24578.9,0.91,1.8
269.91,24581.8,1.04,1.78
269.935,24584.7,0.88,1.79
269.96,24587.5,0.98,1.82
269.985,24590.4,0.75,1.45
270.01,24593.3,1.18,1.64
270.035,24596.1,0.88,1.51
270.06,24599,0.67,1.57
270.11,24604.7,0.85,1.74
270.16,24610.5,1.06,1.56
270.185,24613.3,1.06,1.83
270.21,24616.2,0.83,1.57
270.235,24619.1,1.05,1.75
270.26,24621.9,1,1.69
270.285,24624.8,0.86,1.52
270.31,24627.6,1.13,1.87
270.335,24630.5,1.03,1.46
270.36,24633.4,1.06,1.57
270.385,24636.2,1.04,1.58
270.41,24639.1,0.88,1.45
270.424,24640.7,1.03,1.51
270.435,24642,1.06,1.83
270.459,24644.8,1.06,1.63
270.46,24644.8,1.25,1.98
