Depth ref [m],Age [ka BP],C. mundulus d13C [per mil PDB],C. mundulus d18O [per mil PDB]
226.355,20077.4,1.05,1.63
226.38,20080.3,0.86,1.69
226.405,20083.2,1.33,1.55
226.43,20086.1,1.19,1.67
226.455,20089,1.15,1.92
226.48,20091.8,1.38,1.64
226.505,20094.8,1.2,1.57
226.53,20097.7,1.3,1.74
226.555,20100.6,1.21,1.75
226.58,20103.5,1.14,1.63
226.605,20106.4,1.2,1.65
226.63,20109.3,1.01,1.54
226.655,20112.3,1.11,1.44
226.68,20115.2,1.14,1.9
226.705,20118.1,1.08,1.72
226.73,20121,0.96,1.81
226.755,20123.9,1.05,1.61
226.78,20126.8,1.13,1.42
226.805,20129.8,0.92,1.76
226.83,20132.7,1.02,1.49
226.855,20135.6,0.89,1.3
226.88,20138.5,0.77,1.39
226.905,20141.4,1.24,1.58
226.93,20144.3,1.05,1.59
226.955,20147.3,1.05,1.69
226.98,20150.2,0.86,1.39
227.005,20153.1,1.06,1.5
227.03,20156,1.09,1.59
227.055,20158.9,1.18,1.64
227.08,20161.8,1.06,1.51
227.105,20164.8,1.13,1.55
227.13,20167.7,1.16,1.64
227.155,20170.6,0.93,1.47
227.18,20173.5,0.76,1.64
227.205,20176.4,1.03,1.84
227.23,20179.3,0.8,1.65
227.255,20182.3,0.59,1.44
227.28,20185.2,0.73,1.54
227.305,20188.1,0.75,1.59
227.33,20191,0.98,1.87
227.355,20193.9,1.23,1.95
227.38,20196.8,1.24,2.1
227.405,20199.8,1.03,1.78
227.43,20202.7,1.22,1.91
227.455,20205.5,1.18,2.07
227.48,20207.9,1.25,1.79
227.505,20210.2,1.18,1.75
227.53,20212.6,1.05,1.7
227.555,20215,1.13,1.74
227.58,20217.4,1.07,1.65
227.605,20219.8,1.21,1.63
227.63,20222.1,1.03,1.76
227.655,20224.5,1.11,1.72
227.68,20226.9,1.08,1.68
227.705,20229.3,1.22,1.83
227.73,20231.7,1.29,1.86
227.755,20234.1,1.23,1.84
227.78,20236.4,1.02,1.75
227.805,20238.8,1.31,1.86
227.83,20241.2,1,1.74
227.855,20243.6,1.01,1.88
227.88,20246,1.05,1.66
227.905,20248.3,0.93,1.74
227.93,20250.7,1.2,1.6
227.955,20253.1,1.02,1.74
227.98,20255.5,1.24,1.83
228.005,20257.9,0.96,1.86
228.03,20260.3,1.17,1.73
228.055,20262.6,1.2,1.78
228.08,20265,1.17,1.56
228.105,20267.4,1.14,1.67
228.13,20269.8,1.31,1.74
228.23,20279.3,1.01,1.39
228.255,20281.7,1.01,1.65
228.28,20284.1,1.2,1.55
228.305,20286.5,1.01,1.55
228.33,20288.8,1.06,1.64
228.355,20291.2,0.99,1.66
228.371,20292.7,1.1,1.61
228.38,20293.6,1.08,1.76
228.405,20296,1.01,1.51
228.43,20298.4,1.27,1.49
228.43,20298.4,0.98,1.54
228.452,20300.4,1.01,1.7
228.455,20300.7,0.99,1.5
228.473,20302.5,0.89,1.51
228.48,20303.1,1.06,1.6
228.505,20305.5,1.06,1.4
228.53,20307.9,1.05,1.77
228.555,20310.3,0.76,1.65
228.58,20312.7,0.97,1.85
228.605,20315,1.13,1.54
228.63,20317.4,0.88,1.61
228.655,20319.8,1.39,1.83
228.68,20322.2,0.93,1.82
228.705,20324.6,0.75,1.41
228.73,20326.9,1.37,1.79
228.755,20329.3,1.12,1.6
228.78,20331.7,1.15,1.68
228.805,20334.1,1.46,1.77
228.83,20336.5,1.28,1.65
228.855,20338.8,1.23,1.74
228.88,20341.2,1.11,1.66
228.905,20343.6,1.11,1.71
228.93,20346,1.12,1.64
228.955,20348.4,1.23,1.66
228.98,20350.8,1.13,1.71
229.005,20353.1,1.13,1.73
229.03,20355.5,1.32,1.81
229.055,20357.9,1.08,1.62
229.08,20360.3,1.22,1.7
229.105,20362.7,1.08,1.9
229.13,20365,1.11,1.72
229.155,20367.8,1.12,1.78
229.18,20370.7,0.98,1.75
229.205,20373.7,1.21,1.59
229.23,20376.6,1.16,1.73
229.255,20379.6,1.11,1.62
229.28,20382.5,0.99,1.65
229.305,20385.5,1.16,1.79
229.33,20388.4,0.99,1.49
229.355,20391.4,1.04,1.51
229.38,20394.3,0.84,1.56
229.405,20397.3,0.8,1.72
229.43,20400.2,0.89,1.56
229.455,20403.2,1.16,1.59
229.48,20406.1,0.88,1.49
229.505,20409.1,0.84,1.56
229.53,20412.1,0.77,1.48
229.555,20415,1.21,1.62
229.58,20418,1.11,1.71
229.605,20420.9,0.94,1.61
229.63,20423.9,1.09,1.91
229.655,20426.8,1.03,1.47
229.68,20429.8,0.93,1.29
229.705,20432.7,1.06,1.56
229.73,20435.7,1,1.59
229.755,20438.6,0.83,1.56
229.78,20441.6,1.16,1.59
229.805,20444.5,0.91,1.59
229.83,20447.5,1.16,1.75
229.855,20450.4,0.9,1.42
229.88,20453.4,1.23,1.73
229.905,20456.3,0.99,1.64
229.93,20459.3,1.17,1.83
229.955,20462.2,1.19,1.86
229.98,20465.2,1.27,2.01
230.005,20468.1,1.28,2.16
230.03,20471.1,1.21,1.88
230.055,20474,1.04,1.63
230.08,20477,1.23,1.9
230.105,20480.6,1.12,1.92
230.13,20484.2,1.04,1.83
230.155,20487.8,0.91,1.47
230.18,20491.5,1.23,1.98
230.205,20495.1,1.04,1.8
230.23,20498.7,1.26,1.87
230.255,20502.3,1.25,1.84
230.28,20505.9,1.11,1.86
230.305,20509.5,1.42,1.75
230.33,20513.1,1.4,1.88
230.355,20516.8,1.53,1.78
230.38,20520.4,1.28,1.65
230.405,20524,1.18,1.75
230.43,20527.6,1.47,2.05
230.455,20531.2,1.26,1.88
230.48,20534.8,1.1,1.9
230.505,20538.5,1.43,1.74
230.53,20542.1,1.12,1.8
230.555,20545.7,1.32,1.7
230.58,20549.3,1.46,1.95
230.605,20552.9,1.13,1.93
230.63,20556.5,1.33,1.95
230.655,20560.1,1.41,2.09
230.68,20563.8,1.22,2.01
230.705,20567.4,1.29,2.2
230.73,20571,1.41,2
230.755,20574.6,1.2,2.04
230.78,20578.2,1.2,1.83
230.805,20581.8,1.43,2.1
230.83,20586,1.15,2.11
230.855,20591,1.3,1.96
230.88,20596,1.28,1.89
230.905,20601,1.32,1.95
230.93,20606,1.25,1.95
230.955,20611,1.17,1.87
230.98,20616,1.39,2.09
231.005,20621,1.26,1.93
231.03,20626,1.2,1.84
231.055,20631,1.23,1.96
231.08,20636,1.25,1.95
231.105,20641,1.33,2.03
231.13,20646,1.26,1.96
231.155,20651,1.23,1.87
231.18,20656,1.26,2.24
231.205,20661,1.39,1.89
231.23,20666,1.26,1.88
231.255,20671.5,1.13,1.88
231.28,20677.2,1.28,2.05
231.305,20683,1.18,1.86
231.33,20688.8,1.24,1.95
231.355,20694.5,1.22,1.75
231.38,20700.3,1.25,1.82
231.405,20706,1.22,1.87
231.43,20711.8,1.2,1.75
231.455,20717.6,1.08,1.7
231.48,20723.3,1.33,2.06
231.505,20729.1,1.18,1.93
231.53,20734.9,1.4,1.84
231.555,20740.6,1.14,2.08
231.58,20746.4,1.06,1.88
231.605,20751.6,1.09,2.08
231.63,20754.8,1.14,2
231.655,20758,1.06,1.88
231.68,20761.2,1.1,1.99
231.705,20764.4,1.12,1.86
231.73,20767.6,1.23,1.81
231.755,20770.8,1.27,1.82
231.78,20774,1.13,1.71
231.805,20777.3,1.03,1.74
231.83,20780.5,1.13,1.77
231.855,20783.7,0.83,1.62
231.88,20786.9,0.84,1.44
231.905,20790.1,1.11,1.49
231.93,20793.3,1.21,1.85
231.955,20796.5,0.87,1.5
231.98,20799.7,1.03,1.43
232.005,20802.9,0.94,1.68
232.03,20806.1,0.84,1.77
232.055,20809.3,0.77,1.46
232.08,20812.5,1.08,1.51
232.105,20815.7,1.04,1.68
232.13,20818.9,0.89,1.69
232.155,20822.1,0.93,1.8
232.18,20825.3,0.89,1.69
232.205,20828.5,1.11,1.79
232.23,20831.7,1.23,1.98
232.255,20834.9,0.89,1.79
232.28,20838.1,0.92,1.52
232.305,20841.3,0.82,1.68
232.33,20844.5,1.05,1.72
232.355,20847.7,0.96,1.77
232.38,20850.9,1.1,1.65
232.405,20854.1,0.93,1.79
232.43,20857.4,1.06,1.71
232.455,20861,1.07,1.66
232.48,20864.6,0.9,1.67
232.505,20868.2,1.07,1.59
232.53,20871.8,0.88,1.42
232.555,20875.4,1.15,1.6
232.58,20879,0.74,1.67
232.605,20882.6,1.07,1.71
232.63,20886.2,0.82,1.51
232.655,20889.8,0.91,1.73
232.68,20893.4,0.85,1.68
232.705,20897,1.11,1.63
232.73,20900.6,1.15,1.8
232.755,20904.2,1.12,1.79
232.78,20907.8,0.91,1.43
232.805,20911.4,1.27,1.86
232.83,20915,1.32,1.72
232.855,20918.6,1,1.51
232.88,20922.2,1.19,1.54
232.905,20925.8,1.03,1.78
232.93,20929.4,1.11,1.73
232.955,20933,1.17,1.72
232.98,20936.6,1.03,1.75
233.005,20940.2,0.98,1.72
233.03,20943.8,1.29,1.8
233.055,20947.4,1.16,1.88
233.08,20951,1.11,1.5
233.105,20954.6,0.96,1.78
233.13,20958.2,1.05,1.93
233.155,20961.8,0.96,1.89
233.18,20965,1.1,1.7
233.205,20967.5,1.13,1.95
233.23,20970.1,1.18,1.75
233.255,20972.6,1.29,1.91
233.28,20975.1,1.17,1.73
233.305,20977.6,1.3,1.96
233.33,20980.2,1.11,1.96
233.355,20982.7,1.32,2.08
233.38,20985.2,1.18,2.1
233.405,20987.8,1.32,2.13
233.43,20990.3,1.16,2.08
233.455,20992.8,1.34,2.1
233.48,20995.3,1.24,2.07
233.505,20997.9,1.21,2.08
233.53,21000.4,1.15,1.9
233.555,21002.9,1.4,1.82
233.58,21005.4,1.18,1.94
233.605,21008,1.24,1.76
233.63,21010.5,1.42,1.89
233.655,21013,1.38,1.87
233.68,21015.6,1.35,1.97
233.705,21018.1,1.36,1.86
233.73,21020.6,1.45,1.99
233.755,21023.1,1.18,1.96
233.78,21025.7,1.43,2.01
233.805,21028.2,1.31,1.89
233.83,21030.7,1.24,1.94
233.855,21033.2,1.25,1.99
233.88,21035.8,1.36,2.08
233.905,21038.3,1.27,2.05
233.93,21040.8,1.42,1.98
233.955,21043.4,1.42,1.85
233.98,21045.9,1.35,1.94
234.005,21048.4,1.35,1.92
234.03,21050.9,1.27,1.76
234.055,21053.5,1.3,1.72
234.08,21056,1.44,2.11
234.105,21059.5,1.23,2.07
234.13,21063.7,1.12,1.88
234.155,21067.8,1.3,2.04
234.18,21072,1.38,2.15
234.205,21076.2,1.37,1.74
234.23,21080.3,1.39,1.9
234.255,21084.5,1.38,1.89
234.28,21088.7,1.34,1.85
234.305,21092.8,1.39,1.87
234.33,21097,1.42,1.87
234.355,21101.2,1.3,1.94
234.38,21105.3,1.28,1.87
234.405,21108.7,1.2,1.76
234.43,21111.7,1.23,1.81
234.455,21114.6,1.1,1.67
234.48,21117.5,1.14,1.74
234.505,21120.4,1.3,2
234.53,21123.3,1.03,1.77
234.555,21126.2,1.33,1.63
234.58,21129.1,1.15,1.46
234.605,21132,1.1,1.29
234.63,21134.9,1.1,1.45
234.655,21137.8,0.69,1.49
234.68,21140.7,0.88,1.54
234.705,21143.6,0.86,1.82
234.73,21146.5,0.64,1.97
234.755,21149.5,0.97,1.94
234.78,21152.4,1.2,1.67
234.805,21155.3,1.03,2.16
234.83,21158.2,1.01,2.06
234.855,21161.1,1.12,2.03
234.905,21166.9,1.16,1.76
234.93,21169.8,1.17,1.88
234.955,21172.7,1.2,1.95
234.98,21175.6,1.03,2
235.005,21178.5,1.16,1.74
235.03,21181.4,0.98,1.96
235.055,21184.3,0.91,2
235.08,21187.3,1.07,2.13
235.105,21190.2,1,2.16
235.13,21193.1,1.09,2.04
235.155,21196,1.13,2.31
235.18,21198.9,1.04,2.16
235.205,21201.8,1.19,2.03
235.23,21204.7,1.04,1.93
235.255,21207.6,1.08,1.91
235.28,21210.5,1.08,2.23
235.305,21213.4,0.77,1.97
235.33,21217,0.9,2.06
235.355,21220.8,1.14,2.2
235.38,21224.5,0.94,2.07
235.405,21228.3,0.98,2.08
235.43,21232,0.98,2.02
235.455,21235.8,0.83,1.78
235.48,21239.5,0.89,1.89
235.505,21243.3,0.89,1.95
235.53,21247,0.94,2
235.555,21250.8,0.81,1.93
235.58,21254.5,0.92,1.61
235.605,21258.3,0.95,1.7
235.63,21262,0.79,1.89
235.655,21265.8,1.06,1.55
235.68,21269.5,0.82,1.51
235.705,21273.3,1,1.73
235.73,21277,0.84,1.54
235.755,21280.8,1.04,1.57
235.78,21284.5,0.92,1.65
235.83,21292,1.08,1.35
235.855,21295.8,1.21,1.3
235.88,21299.5,1.01,1.37
235.905,21303.3,1.05,1.56
235.93,21307,1.1,1.73
235.955,21310.8,1.1,1.55
235.98,21314.5,0.93,1.27
236.005,21318.3,0.99,1.79
236.03,21322,0.92,1.78
236.08,21328.5,1.11,1.88
236.105,21331.5,1.2,1.9
236.155,21337.4,1.12,1.78
236.18,21340.3,1.07,1.81
236.205,21343.3,1.21,1.7
236.255,21349.2,1.08,1.73
236.28,21352.1,1.12,1.99
236.305,21355.1,1.07,1.81
236.33,21358,0.97,1.84
236.355,21360.9,0.89,1.58
236.38,21363.9,0.91,1.77
236.405,21366.8,1.02,1.79
236.43,21369.8,0.98,1.79
236.455,21372.7,1.19,1.92
236.48,21375.7,1.12,1.78
236.505,21378.6,1.26,1.83
236.53,21381.6,1.06,1.84
236.555,21384.5,1.06,2.17
236.58,21387.5,1.18,1.85
236.63,21393.4,1.1,1.75
236.68,21399.3,1.24,1.79
236.705,21402.2,1.28,2.02
236.755,21408.1,1.37,2.2
236.78,21411,1.3,2.06
236.805,21414,1.4,2.11
236.83,21416.9,1.33,2.09
236.855,21419.9,1.36,1.98
236.88,21422.8,1.35,1.98
236.905,21425.7,1.24,2.19
236.93,21428.6,1.46,2.08
236.955,21431.5,1.35,1.95
237.005,21437.2,1.27,1.82
237.03,21440.1,1.17,1.92
237.08,21445.9,1.1,2
237.105,21448.7,1.19,1.99
237.13,21451.6,1.2,1.96
237.155,21454.5,1.33,2.07
237.18,21457.4,1.08,1.9
237.205,21460.2,1.27,1.92
237.23,21463.1,0.95,1.95
237.255,21466,1.12,1.87
237.28,21468.9,1.31,1.81
237.305,21471.7,1.32,1.97
237.33,21474.6,1.36,1.77
237.355,21477.5,1.26,1.85
237.38,21480.4,1.13,1.78
237.405,21483.2,1.25,1.96
237.43,21486.1,1.14,1.96
237.455,21489,1.09,1.97
237.48,21491.9,0.93,1.93
237.505,21494.4,1.05,2.06
237.555,21499.2,0.94,1.93
237.605,21504,1.03,1.67
237.63,21506.4,0.99,1.96
237.655,21508.8,1.08,1.8
237.68,21511.2,1.01,1.62
237.705,21513.6,1.02,1.65
237.73,21516,0.88,1.64
237.755,21518.4,1.12,1.67
237.78,21520.8,0.9,1.69
237.805,21523.2,0.93,1.71
237.83,21525.6,0.95,1.65
237.855,21528,1.18,1.61
237.88,21530.4,0.84,1.65
237.905,21532.8,0.91,1.67
237.93,21535.2,0.92,1.66
237.955,21537.6,1,1.81
237.98,21540,0.97,1.65
238.005,21542.4,0.98,1.55
238.03,21544.8,0.84,2.04
238.055,21547.2,0.9,1.49
238.08,21549.6,0.82,1.85
238.105,21552,0.79,2.02
238.13,21554.4,0.94,1.71
238.155,21556.8,0.94,1.78
238.18,21559.2,0.95,1.83
238.205,21561.6,1.15,1.92
238.23,21564,1.13,1.7
238.255,21566.4,1,1.71
238.28,21568.8,1.16,1.66
238.305,21571.2,0.87,1.99
238.33,21573.6,1.01,1.68
238.355,21576,1.16,1.86
238.38,21578.4,1.09,1.78
238.405,21580.8,0.96,1.8
238.43,21583.2,1.14,1.79
238.455,21585.6,1.15,1.93
238.48,21588,0.95,1.95
238.505,21590.3,1.01,1.86
238.53,21592.7,0.99,1.71
238.555,21595.1,0.95,1.82
238.58,21597.5,0.8,1.88
238.605,21599.9,0.88,1.86
238.63,21602.3,0.94,2
238.655,21604.7,1.14,2.01
238.68,21607.1,0.97,2.01
238.705,21609.5,0.98,1.65
238.73,21611.9,0.8,1.38
238.755,21614.3,0.94,1.75
238.78,21616.7,1.01,1.69
238.79,21617.7,0.98,1.55
238.815,21620.1,1.14,1.57
238.84,21622.5,1.01,1.65
238.865,21624.9,1,1.78
238.89,21627.3,0.99,1.77
238.915,21629.7,0.94,1.58
238.94,21632.1,0.77,1.76
238.965,21634.5,1.09,1.72
238.99,21636.9,0.92,1.39
239.015,21639.3,1.08,1.71
239.04,21641.7,0.95,1.47
239.065,21644.1,0.92,1.51
239.09,21646.5,0.69,1.51
239.115,21648.9,1.02,1.51
239.14,21651.3,0.86,1.6
239.165,21653.6,1.15,1.65
239.19,21656,1,1.67
239.24,21660.8,1.12,1.68
239.265,21663.2,0.96,1.38
239.29,21665.6,1.13,1.54
239.315,21668,1.11,1.66
239.34,21670.4,1.09,1.45
239.365,21672.8,1.14,1.51
239.39,21675.2,1.17,1.41
239.415,21677.6,1.27,1.37
239.44,21680,1.24,1.32
239.465,21682.4,1.09,1.51
239.49,21684.8,1.01,1.35
239.515,21687.2,1.28,1.5
239.54,21689.6,1.17,1.51
239.565,21692,1.02,1.34
239.59,21694.4,1.18,1.73
239.615,21696.8,1.22,1.71
239.64,21699.2,1.18,1.63
239.665,21701.6,1.17,1.8
239.69,21704,1.01,1.55
239.715,21707.6,1.13,1.51
239.74,21711.1,1.01,1.37
239.765,21714.7,1.05,1.51
239.79,21718.3,0.85,1.33
239.815,21721.8,0.97,1.42
239.84,21725.4,1.07,1.86
239.865,21729,0.96,1.36
239.89,21732.5,1,1.37
239.915,21736.1,1.41,1.69
239.94,21739.7,1.26,1.54
239.965,21743.2,0.91,1.38
239.99,21746.8,1.47,1.46
240.015,21750.4,1.1,1.48
240.04,21753.9,1,1.36
240.065,21757.5,0.84,1.43
240.09,21761.1,1.31,1.71
240.115,21764.6,1.34,1.55
240.14,21768.2,1.44,1.54
240.215,21778.9,1.21,1.62
240.24,21782.5,1.35,1.7
240.265,21786,1.58,1.57
240.29,21789.6,1.55,1.64
240.315,21793.2,1.29,1.54
240.34,21796.7,1.42,1.74
240.365,21800.3,1.56,1.99
240.39,21803.9,1.58,1.71
240.415,21807.4,1.72,1.89
240.44,21811,1.58,1.63
240.465,21814.2,1.38,1.63
240.49,21817.4,1.49,1.69
240.515,21820.6,1.16,1.6
240.54,21823.9,1.42,1.46
240.565,21827.1,1.57,1.48
240.59,21830.3,1.65,1.65
240.615,21833.5,1.63,1.53
240.665,21839.9,1.61,1.66
240.69,21843.1,1.35,1.59
240.715,21846.4,1.44,1.66
240.74,21849.6,1.5,1.57
240.765,21852.8,1.61,1.73
240.79,21856,1.5,1.57
240.815,21859.2,1.26,1.47
240.84,21862.4,1.43,1.8
240.865,21865.6,1.42,1.67
240.89,21868.9,1.6,1.79
240.915,21872.1,1.46,1.61
240.94,21875.3,1.37,1.46
240.965,21878.5,1.58,1.58
240.99,21881.7,1.46,1.72
241.015,21884.9,1.54,1.69
241.04,21888.1,1.67,1.86
241.065,21891.4,1.56,1.93
241.09,21894.2,1.66,1.87
241.115,21897,1.76,1.91
241.14,21899.8,1.7,1.85
241.165,21902.6,1.75,1.86
241.19,21905.4,1.27,1.75
241.215,21908.2,1.71,2.09
241.24,21911,1.56,1.77
241.265,21913.8,1.61,2.02
241.29,21916.6,1.48,1.87
241.315,21919.4,1.5,1.95
241.34,21922.2,1.4,1.82
241.365,21925,1.28,1.83
241.39,21927.8,1.5,1.85
241.415,21930.6,1.25,1.79
241.44,21933.4,1.74,1.93
241.465,21936.1,1.6,1.85
241.49,21938.9,1.66,1.76
241.515,21941.7,1.59,1.67
241.54,21944.5,1.68,1.83
241.565,21947.3,1.64,1.91
241.59,21950.1,1.55,1.66
241.615,21952.9,1.68,1.79
241.64,21955.7,1.67,1.74
241.665,21958.5,1.66,2.06
241.69,21961.3,1.78,2.12
241.715,21964.1,1.79,2.07
241.74,21966.9,1.57,2
241.765,21969.5,1.6,2
241.79,21972,1.61,2.08
241.815,21974.4,1.63,2.08
241.84,21976.9,1.62,1.92
241.865,21979.4,1.68,1.9
241.89,21981.9,1.61,1.89
241.915,21984.3,1.59,1.8
241.94,21986.8,1.66,1.68
241.965,21989.3,1.4,1.85
241.99,21991.8,1.61,1.79
242.015,21994.3,1.52,1.77
242.04,21996.7,1.43,1.86
242.065,21999.2,1.13,1.71
242.09,22001.7,1.27,1.77
242.115,22004.2,1.3,1.84
242.14,22006.6,1.44,1.73
242.165,22009.1,1.44,1.79
242.19,22011.6,1.7,1.8
242.215,22014.1,1.38,1.94
242.24,22016.5,1.29,1.9
242.265,22019,1.3,1.58
242.29,22021.5,1.34,1.71
242.315,22024,1.34,1.56
242.34,22026.5,1.64,1.67
242.365,22028.9,1.44,1.6
242.39,22031.4,1.36,1.73
242.415,22033.9,1.33,1.72
242.44,22036.4,1.27,1.53
242.465,22038.8,1.56,1.88
242.49,22041.3,1.51,1.83
242.515,22043.8,1.32,2.01
242.54,22046.3,1.48,1.59
242.565,22048.7,1.43,1.88
242.59,22051.2,1.54,1.96
242.615,22053.7,1.54,1.86
242.64,22056.2,1.49,1.83
242.665,22058.7,1.53,1.8
242.69,22061.1,1.57,1.82
242.715,22063.6,1.67,1.74
242.74,22066.1,1.64,1.82
242.765,22068.6,1.54,1.8
242.79,22071,1.51,1.7
242.815,22073.5,1.61,1.87
242.84,22075.9,1.61,1.85
242.865,22078.2,1.46,1.82
242.89,22080.5,1.46,1.78
242.915,22082.8,1.44,1.87
242.965,22087.5,1.47,1.93
242.99,22089.8,1.47,1.72
243.015,22092.1,1.58,1.77
243.04,22094.4,1.48,1.65
243.065,22096.7,1.52,1.77
243.09,22099,1.56,1.85
243.115,22101.3,1.46,1.63
243.14,22103.6,1.45,1.65
243.165,22105.9,1.45,1.53
243.19,22108.2,1.68,1.83
243.215,22110.5,1.38,1.77
243.24,22112.8,1.35,1.5
243.265,22115.1,1.41,1.78
243.29,22117.4,1.3,1.52
243.315,22119.7,1.31,1.5
243.34,22122,1.33,1.36
243.365,22124.3,1.4,1.41
243.39,22126.7,1.48,1.38
243.415,22129,1.33,1.35
243.44,22131.3,1.72,1.43
243.465,22133.6,1.6,1.58
243.49,22135.9,1.43,1.46
243.515,22138.2,1.51,1.69
243.54,22140.5,1.54,1.64
243.565,22142.8,1.47,1.83
243.59,22145.1,1.3,1.37
243.615,22147.4,1.73,1.61
243.64,22149.7,1.74,2.12
243.665,22152,1.72,2.1
243.69,22154.3,1.77,2.03
243.715,22156.6,1.83,2.24
243.74,22158.9,1.79,2.3
243.765,22161.2,1.84,2.08
243.79,22163.6,1.7,1.9
243.815,22165.9,1.76,1.93
243.84,22168.2,1.55,1.81
243.865,22170.5,1.47,1.88
243.99,22182,1.55,1.73
244.015,22184.1,1.66,1.79
244.04,22186.1,1.68,1.84
244.065,22188.2,1.65,1.79
244.09,22190.2,1.65,1.86
244.115,22192.3,1.57,1.67
244.14,22194.4,1.64,1.94
244.165,22196.4,1.59,1.92
244.19,22198.5,1.56,1.7
244.215,22200.5,1.66,1.8
244.24,22202.6,1.6,1.82
244.265,22204.6,1.53,1.8
244.305,22207.9,1.54,1.89
244.33,22210,1.6,1.85
244.355,22212.1,1.57,1.89
244.38,22214.1,1.6,1.83
244.405,22216.2,1.52,1.72
244.43,22218.2,1.52,1.77
244.455,22220.3,1.68,1.9
244.48,22222.4,1.53,1.83
244.505,22224.4,1.51,1.95
244.53,22226.5,1.8,1.97
244.58,22230.6,1.64,2.13
244.605,22232.6,1.65,2.1
244.63,22234.7,1.53,1.99
244.655,22236.8,1.71,2.13
244.68,22238.8,1.57,2.01
244.705,22240.9,1.51,2.03
244.73,22242.9,1.58,2.04
244.755,22245,1.67,2.16
244.78,22247.1,1.51,2.05
244.805,22249.1,1.42,1.97
244.83,22251.2,1.64,2.16
244.855,22253.2,1.57,2.08
244.88,22255.3,1.6,1.97
244.905,22257.4,1.62,1.91
244.93,22259.4,1.65,1.88
244.955,22261.5,1.75,1.99
244.98,22263.5,1.71,2.08
245.005,22265.6,1.43,1.92
245.03,22267.5,1.69,1.98
245.055,22269.4,1.66,2.12
245.08,22271.2,1.66,2.14
245.105,22273.1,1.68,2.1
245.13,22274.9,1.61,2.01
245.155,22276.8,1.64,2.03
245.18,22278.7,1.58,2.19
245.205,22280.5,1.65,1.99
245.23,22282.4,1.65,1.95
245.255,22284.3,1.6,1.83
245.28,22286.1,1.7,2.02
245.305,22288,1.62,2.05
245.33,22289.9,1.68,2
245.355,22291.7,1.62,1.87
245.38,22293.6,1.65,1.93
245.405,22295.4,1.62,1.85
245.43,22297.3,1.75,1.89
245.455,22299.2,1.76,2
245.48,22301,1.57,2.01
245.505,22302.9,1.58,2.06
245.53,22304.8,1.69,1.88
245.555,22306.6,1.66,1.9
245.58,22308.5,1.51,1.68
245.605,22310.4,1.56,2.08
245.63,22312.2,1.54,1.98
245.655,22314.1,1.62,2.23
245.68,22315.9,1.47,1.91
245.705,22317.8,1.67,1.98
245.73,22319.7,1.71,2.18
245.755,22321.5,1.52,2.03
245.78,22323.4,1.69,1.94
245.805,22325.3,1.71,1.94
245.83,22327.1,1.42,1.77
245.88,22330.9,1.5,1.79
245.93,22334.6,1.51,2.05
245.955,22336.4,1.61,1.86
245.98,22338.3,1.53,2.01
246.005,22340.2,1.33,1.91
246.055,22343.9,1.46,1.85
246.08,22345.8,1.32,1.94
246.105,22347.6,1.25,2.32
246.13,22350.1,1.49,2.12
246.155,22352.7,1.49,1.98
246.18,22355.3,1.48,2.04
246.205,22358,1.53,2.16
246.23,22360.6,1.54,1.86
246.255,22363.2,1.52,1.85
246.28,22365.8,1.49,1.9
246.305,22368.4,1.49,1.7
246.33,22371.1,1.52,1.93
246.355,22373.7,1.5,1.57
246.405,22378.9,1.44,1.67
246.43,22381.5,1.43,1.85
246.455,22384.2,1.34,1.85
246.48,22386.8,1.51,1.77
246.505,22389.4,1.29,1.84
246.53,22392,1.28,1.63
246.555,22394.6,1.61,1.8
246.58,22397.3,1.51,1.94
246.605,22399.9,1.57,1.71
246.63,22402.5,1.55,1.62
246.655,22405.1,1.53,1.78
246.68,22407.7,1.6,1.74
246.705,22410.4,1.61,1.95
246.73,22413,1.48,1.48
246.755,22415.6,1.33,1.95
246.78,22418.2,1.39,1.77
246.805,22420.8,1.5,1.75
246.83,22423.5,1.61,1.91
246.855,22426.1,1.69,2.1
246.88,22428.7,1.57,2.04
246.905,22431.3,1.63,2.14
246.93,22433.9,1.67,2.09
246.955,22436.6,1.74,2.09
246.98,22439.2,1.76,1.97
247.005,22441.8,1.72,1.89
247.03,22444.4,1.71,2.11
247.055,22447,1.68,2.04
247.08,22449.7,1.63,1.97
247.105,22452.3,1.61,2.02
247.13,22454.9,1.52,1.92
247.155,22457.5,1.64,2.12
247.18,22460.1,1.56,2.02
247.205,22462.7,1.59,2.01
247.23,22465.2,1.62,2.23
247.255,22467.8,1.64,2.03
247.28,22470.4,1.6,2.15
247.305,22472.9,1.48,2.12
247.33,22475.5,1.47,1.91
247.355,22478.1,1.49,1.86
247.38,22480.6,1.4,1.83
247.405,22483.2,1.5,1.72
247.43,22485.8,1.5,1.82
247.455,22488.3,1.41,1.82
247.48,22490.9,1.61,2.05
247.505,22493.5,1.4,1.62
247.53,22496.1,1.25,1.9
247.555,22498.6,1.44,1.74
247.58,22501.2,1.42,1.78
247.605,22503.8,1.43,1.9
247.63,22506.3,1.56,1.9
247.655,22508.9,1.39,1.73
247.68,22511.5,1.41,1.87
247.705,22514,1.47,1.7
247.73,22516.6,1.31,1.75
247.78,22521.8,1.57,2.22
247.805,22524.3,1.72,1.9
247.83,22526.9,1.67,1.97
247.88,22532,1.62,1.96
