age_calkaBP,d13Cc.wuell
4.4741,0.89
4.4755,0.97
4.4769,0.97
4.4783,0.9
4.4797,0.81
4.4811,0.78
4.4825,0.87
4.4839,0.94
4.4866,1.02
4.4894,0.97
4.4908,1
4.4922,0.88
4.4936,0.73
4.495,0.8
4.4962,0.9
4.4974,0.64
4.4986,0.78
4.4998,0.93
4.5011,0.84
4.5023,0.92
4.5035,0.8
4.5047,0.9
4.5059,0.98
4.5071,0.86
4.5083,0.85
4.5095,0.9
4.5108,0.97
4.512,0.86
4.5132,0.97
4.5144,0.88
4.5156,0.88
4.5168,0.64
4.518,0.93
4.5192,0.94
4.5205,0.87
4.5217,0.83
4.5229,0.95
4.5241,0.9
4.5253,0.86
4.5265,0.78
4.5277,0.72
4.5289,0.78
4.5302,0.86
4.5314,0.76
4.5326,0.81
4.5338,0.82
4.535,0.72
4.5364,0.5
4.5379,0.77
4.5393,0.45
4.5407,0.79
4.5421,0.58
4.5436,0.64
4.545,0.83
4.5464,0.63
4.5476,0.83
4.5493,0.78
4.5507,0.68
4.5521,0.76
4.5536,0.81
4.555,0.83
4.5564,0.78
4.5579,0.95
4.5593,0.72
4.5607,0.73
4.5621,0.81
4.5636,0.82
4.565,0.9
4.5679,0.84
4.5693,0.81
4.5707,0.7
4.5721,0.82
4.5736,0.64
4.575,0.75
4.5763,0.79
4.5775,0.79
4.5788,0.66
4.58,0.69
4.5813,0.72
4.5825,0.75
4.5838,0.66
4.585,0.96
4.5863,0.73
4.5875,0.77
4.5888,0.94
4.59,0.95
4.5913,0.6
4.5925,0.74
4.5938,0.8
4.595,0.63
4.5963,0.71
4.5975,0.73
4.5988,0.78
4.6,0.57
4.6013,0.82
4.6025,0.67
4.6038,0.67
4.605,0.71
4.6063,0.77
4.6075,0.71
4.6088,0.15
4.61,0.82
4.6113,0.75
4.6126,0.67
4.6139,0.6
4.6151,0.72
4.6164,0.62
4.6177,0.82
4.619,0.86
4.6203,0.71
4.6216,0.59
4.6229,0.33
4.6241,0.6
4.6254,0.8
4.6265,0.69
4.628,0.83
4.6293,0.79
4.6306,0.66
4.6319,0.67
4.6331,0.71
4.6344,0.64
4.6357,0.74
4.637,0.32
4.6383,0.68
4.6396,0.15
4.6409,0.66
4.6421,0.56
4.6434,0.19
4.6447,0.35
4.646,0.5
4.6473,0.74
4.6486,0.19
4.6499,0.45
4.6511,0.48
4.6524,0.5
4.6537,0.65
4.655,0.4
4.6559,0.54
4.6569,0.64
4.6578,0.68
4.6587,0.58
4.6596,0.63
4.6606,0.68
4.6615,0.47
4.6624,0.86
4.6633,0.94
4.6643,0.77
4.6652,0.6
4.6661,0.8
4.667,0.53
4.668,0.8
4.6689,0.87
4.6698,0.59
4.6707,0.56
4.6717,0.78
4.6726,0.56
4.6735,0.7
4.6744,0.71
4.6754,0.77
4.6763,0.46
4.6772,0.74
4.6781,0.4
4.6791,0.64
4.68,0.51
4.6809,0.66
4.6819,0.62
4.6828,0.53
4.6837,0.55
4.6846,0.8
4.6856,0.66
4.6865,0.53
4.6874,0.51
4.6883,0.26
4.6893,0.41
4.69,0.77
4.6917,0.63
4.6931,0.5
4.6944,0.18
4.6958,0.41
4.6972,0.54
4.6986,0.31
4.7,0.3
4.7028,0.43
4.7042,0.5
4.7056,0.02
4.7069,0.72
4.7083,0.83
4.7097,0.9
4.7111,0.77
4.7125,0.77
4.7139,0.77
4.7153,0.6
4.7167,0.38
4.7181,0.9
4.7194,0.66
4.7208,0.59
4.7222,0.68
4.7236,0.6
4.725,0.72
4.7262,0.68
4.7274,0.58
4.7287,0.67
4.7299,0.72
4.7311,0.31
4.7323,0.22
4.7335,0.65
4.7348,0.63
4.736,0.66
4.7372,0.6
4.7384,0.51
4.7396,0.66
4.7421,0.4
4.7433,0.51
4.7445,0.77
4.7457,0.8
4.747,0.38
4.7482,0.74
4.7494,0.6
4.7506,0.81
4.7518,0.48
4.7543,0.9
4.7555,0.82
4.7567,0.81
4.7579,0.84
4.7591,0.44
4.7604,0.84
4.7616,0.81
4.7628,0.52
4.764,0.84
4.7652,0.55
4.7665,0.54
4.7674,0.29
4.7689,0.71
4.7701,0.54
4.7713,0.67
4.7726,0.63
4.7738,0.6
4.775,0.65
4.7756,0.79
4.7761,0.7
4.7767,0.67
4.7772,0.66
4.7778,0.81
4.7783,0.75
4.7789,0.95
4.7794,0.52
4.78,0.96
4.7805,0.99
4.7811,0.83
4.7816,0.89
4.7822,0.88
4.7828,0.83
4.7833,0.85
4.7839,0.85
4.7844,0.87
4.785,0.85
4.7855,0.81
4.7861,0.72
4.7866,1
4.7872,0.74
4.7877,0.82
4.7883,0.7
4.7889,0.71
4.7894,0.58
4.79,0.33
4.7905,0.63
4.7911,0.69
4.7916,0.72
4.7922,0.39
4.7927,0.59
4.7933,1.04
4.7938,0.92
4.7944,0.94
4.7949,1.17
4.7955,0.97
4.7961,0.93
4.7966,1.11
4.7972,1.07
4.7977,0.89
4.7983,0.8
4.7988,0.93
4.7994,0.82
4.7999,0.9
4.8005,0.32
4.801,1.01
4.8016,0.71
4.8021,0.94
4.8027,0.49
4.8033,0.8
4.8038,0.65
4.8044,0.79
4.8048,0.95
4.8055,0.83
4.806,0.89
4.8066,0.65
4.8071,0.93
4.8077,0.67
4.8082,0.96
4.8088,0.76
4.8093,0.99
4.8099,0.76
4.81,0.68
4.8106,0.84
4.8111,0.99
4.8117,0.6
4.8121,-0.28
4.8128,0.8
4.8133,0.83
4.8139,1.01
4.8144,0.7
4.815,0.45
4.8161,0.66
4.8171,0.73
4.8182,0.55
4.8192,0.68
4.8203,0.8
4.8214,0.91
4.8224,0.64
4.8235,0.89
4.8245,0.91
4.8256,0.93
4.8267,0.75
4.8277,0.86
4.8288,0.94
4.8298,0.84
4.8309,0.8
4.832,0.87
4.833,0.89
4.8341,0.91
4.8352,0.62
4.8362,0.44
4.8373,0.81
4.8383,0.51
4.8394,0.76
4.8405,0.41
4.8426,0.73
4.8436,0.62
4.8447,0.51
4.8458,0.63
4.8468,0.4
4.8479,0.42
4.8489,0.55
4.85,0.54
4.8511,0.42
4.8521,0.63
4.8532,0.53
4.8542,0.78
4.8553,0.4
4.8563,0.52
4.8574,0.65
4.8584,0.68
4.8595,0.69
4.8606,0.79
4.8616,0.84
4.8627,0.93
4.8637,0.54
4.8648,0.93
4.8658,0.56
4.8669,0.93
4.8679,0.81
4.869,0.91
4.8701,0.87
4.8711,1.01
4.8722,0.89
4.873,0.71
4.8743,0.94
4.8753,0.82
4.8764,0.89
4.8774,0.74
4.8785,0.91
4.8796,0.93
4.8806,0.74
4.8817,0.39
4.8827,0.87
4.8838,0.77
4.8848,0.85
4.8859,0.62
4.8869,0.7
4.888,0.9
4.8891,0.39
4.8901,0.6
4.8912,0.66
4.8922,0.63
4.8933,-0.09
4.8943,0.64
4.8954,0.67
4.8964,0.67
4.8975,0.95
4.9007,0.56
4.9017,0.85
4.9028,0.72
4.9038,0.75
4.9049,0.77
4.9059,0.3
4.907,0.74
4.9081,0.78
4.9091,0.5
4.9102,0.67
4.9112,0.72
4.9123,0.76
4.9133,0.68
4.9144,0.74
4.9154,0.79
4.9165,0.76
4.9176,0.56
4.9186,0.67
4.9197,0.59
4.9207,0.58
4.9218,0.57
4.9228,0.34
4.9239,0.68
4.9249,0.36
4.926,0.69
4.9271,0.61
4.9281,0.68
4.9292,0.56
4.9302,0.82
4.9313,0.77
4.9323,0.79
4.9334,0.86
4.9344,0.85
4.9355,0.87
4.9363,0.4
4.9376,0.76
4.9387,0.48
4.9397,0.49
4.9408,0.9
4.9418,0.88
4.9429,0.72
4.9439,0.72
4.945,0.83
4.9468,0.7
4.9485,0.94
4.9503,0.86
4.952,0.91
4.9538,0.65
4.9555,0.84
4.9573,0.78
4.959,0.71
4.9608,0.51
4.9625,0.49
4.9643,0.68
4.966,0.81
4.9678,0.23
4.9695,0.82
4.9713,0.69
4.973,0.62
4.9748,0.76
4.9765,0.47
4.9783,0.43
4.98,0.5
4.9816,0.53
4.9832,0.47
4.9848,0.8
4.9863,0.59
4.9879,0.18
4.9895,0.65
4.9911,0.65
4.9927,0.8
4.9943,1.03
4.9959,0.95
4.9974,0.75
4.999,0.9
5.0006,0.9
5.0022,0.95
5.0038,0.92
5.0054,0.7
5.007,0.96
5.0085,0.77
5.0101,0.68
5.0117,0.87
5.0133,0.87
5.0149,0.86
5.0165,0.78
5.018,0.74
5.0196,0.79
5.0212,0.78
5.0228,0.52
5.0244,0.75
5.0323,0.6
5.0339,0.67
5.0355,0.61
5.0371,0.53
5.0387,0.45
5.0402,0.53
5.0418,0.31
5.0434,0.59
5.045,0.61
5.0476,0.68
5.0584,0.81
5.0605,0.63
5.0636,0.89
5.0662,1.08
5.0688,0.45
5.0714,0.91
5.074,0.75
5.0766,0.86
5.0791,0.87
5.0817,0.52
5.0843,0.66
5.0869,0.78
5.0895,0.62
5.0921,0.68
5.0947,0.67
5.0972,0.67
5.0998,0.77
5.1024,0.6
5.105,0.79
5.1062,0.73
5.1073,0.68
5.1085,0.87
5.1097,0.74
5.1108,0.72
5.112,0.73
5.1132,0.64
5.1143,0.66
5.1155,0.84
5.1167,0.76
5.1178,0.81
5.119,0.84
5.1202,0.87
5.1213,0.84
5.1225,0.69
5.1237,0.9
5.1248,0.75
5.126,0.83
5.1272,0.77
5.1283,0.81
5.1295,0.85
5.1318,0.92
5.133,0.88
5.1342,0.77
5.1353,0.96
5.1365,1.03
5.1377,0.86
5.1388,0.74
5.14,0.9
5.1412,0.85
5.1423,1.01
5.1435,1.02
5.1447,0.86
5.1458,0.84
5.147,0.81
5.1482,0.82
5.1493,0.68
5.1505,0.75
5.1517,0.88
5.1528,0.86
5.154,0.85
5.1549,0.96
5.1563,0.82
5.1575,0.79
5.1587,0.69
5.1598,0.61
5.161,0.57
5.1622,0.75
5.1633,0.61
5.1645,0.53
5.1657,0.42
5.1668,0.32
5.168,0.57
5.1692,0.33
5.1703,0.65
5.1715,0.54
5.1727,0.61
5.1738,0.55
5.175,0.66
5.1772,0.77
5.1793,0.75
5.1815,0.89
5.1836,0.84
5.1858,0.97
5.188,1.01
5.1901,1.07
5.1923,0.97
5.1945,1.04
5.1966,0.89
5.1988,0.95
5.2009,0.9
5.2031,0.85
5.2053,0.78
5.2074,0.93
5.2096,0.98
5.2118,1.01
5.2139,0.9
5.2161,0.93
5.2182,0.94
5.2204,0.89
5.2226,0.95
5.2247,0.91
5.2269,0.8
5.2291,0.94
5.2312,1
5.2334,0.86
5.2355,0.79
5.2377,0.68
5.2399,0.83
5.242,0.7
5.2442,0.73
5.2464,0.91
5.2485,0.82
5.2507,0.89
5.2528,0.87
5.255,0.86
5.2572,0.83
5.2593,0.6
5.2615,0.89
5.2636,0.77
5.2658,0.91
5.2675,0.72
5.2701,1
5.2723,0.78
5.2745,1.07
5.2766,1.13
5.2788,1.03
5.2809,0.64
5.2831,0.91
5.2853,0.97
5.2874,0.95
5.2896,1.06
5.2918,0.94
5.2939,0.85
5.2961,1.07
5.2982,0.94
5.3004,1.01
5.3026,0.98
