Age (Ma) (automatic) (3),d13Cvpdb
28.638,0.259
28.638,0.274
28.641,0.322
28.644,0.311
28.647,0.231
28.650,0.603
28.652,0.283
28.657,0.366
28.663,0.487
28.664,0.464
28.664,0.029
28.667,0.139
28.668,0.140
28.670,0.167
28.673,0.171
28.680,0.200
28.685,0.450
28.691,0.467
28.691,0.453
28.702,0.521
28.712,0.674
28.722,0.201
28.735,0.576
28.742,0.620
28.748,0.312
28.759,0.594
28.772,0.428
28.776,0.253
28.776,0.409
28.787,0.468
28.792,0.550
28.793,0.388
28.798,0.471
28.801,0.072
28.801,0.176
28.809,0.598
28.820,0.411
28.822,0.575
28.825,0.401
28.825,0.255
28.832,0.482
28.836,0.409
28.842,0.109
28.852,0.591
28.857,0.256
28.859,0.207
28.866,0.253
28.870,0.115
28.873,0.404
28.876,0.152
28.878,0.340
28.881,0.277
28.887,0.678
28.894,0.697
28.901,0.682
28.905,0.299
28.909,0.266
28.909,0.476
28.912,0.229
28.917,0.149
28.923,0.591
28.924,0.232
28.928,0.772
28.930,0.368
28.930,0.192
28.931,0.563
28.931,0.513
28.936,0.555
28.939,0.415
28.943,0.574
28.945,0.420
28.952,0.063
28.961,0.378
28.967,0.486
28.973,0.317
28.978,0.450
28.979,0.454
28.990,0.542
28.994,0.512
28.994,0.435
28.997,0.511
29.007,0.568
29.009,0.730
29.016,0.528
29.021,0.509
29.028,0.364
29.031,0.269
29.034,0.570
29.036,0.679
29.039,0.522
29.042,0.266
29.042,0.211
29.046,0.291
29.050,0.364
29.053,0.397
29.056,0.465
29.060,0.393
29.071,0.426
29.072,0.676
29.073,0.412
29.079,0.236
29.085,0.482
29.087,0.471
29.090,0.102
29.093,0.550
29.097,0.637
29.104,0.389
29.107,0.463
29.111,0.428
29.118,0.350
29.119,0.450
29.120,0.450
29.126,0.100
29.132,0.570
29.140,0.340
29.147,0.358
29.152,0.477
29.160,0.393
29.163,0.226
29.167,0.501
29.169,0.487
29.170,0.559
29.180,0.566
29.186,0.364
29.190,0.498
29.196,0.193
29.198,0.390
29.198,0.390
29.201,0.272
29.202,0.530
29.204,0.484
29.212,0.268
29.218,0.250
29.223,0.349
29.228,0.270
29.230,0.152
29.237,-0.007
29.246,0.418
29.249,0.383
29.249,0.516
29.258,0.458
29.258,0.608
29.258,0.608
29.258,0.608
29.258,0.608
29.258,0.608
29.267,0.154
29.270,0.459
29.279,0.297
29.283,0.440
29.283,0.450
29.287,0.335
29.295,0.304
29.304,0.231
29.304,0.232
29.306,-0.065
29.307,0.234
29.309,-0.123
29.309,0.222
29.312,0.290
29.312,0.155
29.312,-0.029
29.314,0.210
29.315,-0.008
29.316,0.157
29.316,0.137
29.317,0.123
29.317,0.019
29.318,0.158
29.325,0.075
29.325,0.053
29.331,-0.085
29.334,0.239
29.338,0.367
29.343,0.156
29.345,0.323
29.348,0.232
29.350,-0.084
29.350,0.370
29.354,-0.050
29.361,0.210
29.363,0.265
29.366,0.330
29.370,0.167
29.370,0.378
29.376,0.515
29.376,0.710
29.378,0.520
29.381,0.718
29.390,0.473
29.393,0.384
29.401,0.305
29.405,0.128
29.405,0.072
29.406,0.520
29.407,0.680
29.409,0.307
29.409,0.276
29.413,0.336
29.417,0.439
29.421,0.145
29.429,0.351
29.430,0.477
29.436,0.027
29.447,0.123
29.447,0.405
29.451,0.243
29.451,0.409
29.456,0.047
29.456,0.436
29.457,0.296
29.458,0.426
29.458,0.426
29.459,0.705
29.461,0.179
29.467,0.162
29.474,0.648
29.478,0.325
29.486,0.602
29.488,0.445
29.500,0.446
29.511,0.308
29.511,0.308
29.514,0.796
29.514,0.385
29.526,0.431
29.533,0.506
29.536,0.332
29.549,0.610
29.553,0.375
29.563,0.728
29.566,0.739
29.570,0.708
29.570,0.424
29.574,0.767
29.582,0.654
29.585,0.936
29.589,0.621
29.593,0.352
29.597,0.144
29.602,0.618
29.602,0.295
29.603,0.389
29.605,0.351
29.606,0.650
29.606,0.650
29.607,0.477
29.609,0.382
29.611,0.177
29.612,0.127
29.612,0.295
29.615,0.122
29.616,0.572
29.618,0.443
29.618,0.245
29.620,0.176
29.621,0.263
29.621,0.158
29.626,0.409
29.628,0.422
29.628,0.422
29.631,0.305
29.638,0.190
29.643,0.295
29.656,0.369
29.673,0.314
29.686,0.544
29.691,0.340
29.701,0.265
29.707,-0.034
29.713,0.159
29.713,0.163
29.734,0.163
29.734,-0.028
29.741,0.230
29.746,0.000
29.755,0.224
29.758,0.090
29.758,0.068
29.761,0.473
29.764,-0.119
29.764,0.062
29.767,0.480
29.772,0.683
29.782,0.626
29.791,0.411
29.791,0.487
29.800,0.423
29.810,0.457
29.814,0.310
29.817,0.255
29.820,0.264
29.822,0.167
29.824,0.344
29.826,0.360
29.827,0.298
29.827,0.216
29.830,0.523
29.835,0.175
29.839,-0.031
29.843,0.180
29.846,0.340
29.848,0.217
29.849,0.491
29.850,0.827
29.852,0.478
29.852,0.449
29.852,0.746
29.854,0.664
29.857,0.205
29.861,0.028
29.866,0.475
29.870,0.617
29.870,0.501
29.872,0.243
29.872,0.589
29.875,0.446
29.880,0.591
29.880,0.626
29.886,0.781
29.886,0.440
29.893,0.671
29.898,0.098
29.898,0.681
29.903,0.738
29.910,0.596
29.910,0.443
29.917,0.580
29.917,0.662
29.924,0.395
29.924,0.788
29.928,0.618
29.930,0.924
29.930,0.367
29.932,0.797
29.936,0.903
29.936,0.534
29.936,0.438
29.938,0.694
29.939,0.819
29.943,0.810
29.943,0.771
29.943,0.750
29.948,0.510
29.950,0.535
29.950,0.384
29.952,0.240
29.953,0.411
29.953,0.428
29.955,0.443
29.957,0.380
29.957,0.613
29.962,0.556
29.964,0.508
29.965,0.387
29.968,0.665
29.968,0.446
29.970,0.648
29.972,0.580
29.972,0.446
29.972,0.668
29.974,0.593
29.978,0.965
29.979,0.868
29.981,0.818
29.987,0.547
29.993,0.592
29.996,0.720
29.996,0.720
29.999,0.667
30.005,0.535
30.012,0.634
30.017,0.664
30.022,0.638
30.025,0.690
30.031,0.590
30.036,0.671
30.038,0.671
30.040,0.672
30.041,0.441
30.042,0.587
30.044,0.638
30.045,0.875
30.047,0.680
30.049,0.636
30.051,0.607
30.053,0.777
30.055,0.579
30.057,0.785
30.059,0.614
30.059,0.730
30.060,0.341
30.062,0.637
30.064,0.772
30.066,0.646
30.068,0.583
30.070,0.693
30.072,0.569
30.074,0.796
30.076,0.607
30.079,0.513
30.083,0.410
30.085,0.458
30.087,0.557
30.091,0.365
30.096,0.642
30.098,0.661
30.101,0.450
30.107,0.668
30.109,0.478
30.115,0.368
30.121,0.414
30.124,0.290
30.128,0.554
30.136,0.462
30.143,0.674
30.151,0.434
30.159,0.617
30.166,0.525
30.173,0.596
30.180,0.619
30.187,0.485
30.195,0.409
30.198,0.248
30.203,0.576
30.209,0.493
30.213,0.137
30.219,0.297
30.220,0.434
30.223,0.437
30.226,0.721
30.228,0.615
30.231,0.562
30.233,0.771
30.234,0.490
30.236,0.521
30.239,0.671
30.241,0.643
30.246,0.431
30.247,0.670
30.250,0.888
30.252,0.760
30.253,0.630
30.258,0.539
30.259,0.473
30.261,0.613
30.262,0.438
30.262,0.548
30.262,0.516
30.264,0.552
30.265,0.574
30.268,0.742
30.273,0.758
30.278,0.732
30.281,0.561
30.282,0.779
30.284,0.627
30.287,0.541
30.288,0.334
30.290,0.479
30.298,0.620
30.306,0.649
30.309,0.564
30.311,0.454
30.318,0.608
30.322,0.623
30.324,0.732
30.327,0.642
30.333,0.585
30.334,0.500
30.337,0.599
30.343,0.765
30.350,0.691
30.357,0.802
30.365,0.765
30.373,0.730
30.380,0.766
30.386,0.655
30.388,0.827
30.391,0.810
30.392,0.940
30.392,0.940
30.392,0.940
30.392,0.940
30.395,0.751
30.395,0.728
30.403,0.839
30.410,0.797
30.417,0.775
30.425,0.792
30.433,0.594
30.435,0.459
30.440,0.704
30.444,0.475
30.447,0.744
30.449,0.460
30.450,0.458
30.454,0.661
30.463,0.786
30.468,0.551
30.470,0.669
30.472,1.042
30.474,0.652
30.476,0.506
30.481,0.499
30.488,0.718
30.488,0.570
30.490,0.555
30.495,0.601
30.498,0.727
30.500,0.710
30.503,0.795
30.505,0.849
30.506,0.824
30.507,0.641
30.508,0.719
30.509,0.654
30.510,0.649
30.511,0.944
30.512,0.887
30.514,0.853
30.515,1.020
30.515,0.390
30.520,0.466
30.524,0.750
30.526,0.517
30.528,0.431
30.534,0.662
30.543,0.549
30.552,0.309
30.560,0.560
30.564,0.533
30.570,0.494
30.578,0.696
30.587,0.396
30.595,0.429
30.600,0.459
30.602,0.522
30.605,0.364
30.607,0.451
30.615,0.785
30.622,0.815
30.628,0.540
30.628,0.234
30.631,0.939
30.633,0.940
30.639,0.730
30.647,0.835
30.655,0.792
30.657,0.875
30.660,0.938
30.666,0.690
30.674,0.691
30.677,0.706
30.681,0.560
30.686,0.942
30.688,0.696
30.691,0.836
30.697,0.790
30.700,0.523
30.704,0.851
30.707,0.747
30.709,0.759
30.712,0.690
30.714,0.857
30.716,0.848
30.719,0.944
30.721,0.772
30.723,0.971
30.726,0.749
30.731,0.898
30.739,0.939
30.744,0.880
30.751,0.700
30.757,0.842
30.766,0.710
30.771,0.800
30.780,0.898
30.787,0.857
30.790,0.816
30.792,0.810
30.797,0.802
30.800,0.660
30.802,0.810
30.804,0.662
30.809,0.707
30.817,0.829
30.824,0.869
30.826,0.800
30.828,1.021
30.831,0.582
30.834,0.647
30.841,0.939
30.843,0.838
30.846,0.973
30.848,0.691
30.850,0.533
30.853,0.765
30.856,0.898
30.863,0.965
30.868,0.805
30.868,0.805
30.872,0.723
30.880,0.865
30.882,1.134
30.884,0.974
30.887,1.006
30.889,0.834
30.891,1.207
30.894,0.996
30.896,1.060
30.897,1.130
30.898,0.932
30.900,0.940
30.902,0.920
30.904,0.880
30.906,1.177
30.907,0.890
30.909,0.970
30.909,0.970
30.910,0.998
30.912,0.890
30.914,0.952
30.914,0.620
30.919,0.620
30.920,0.769
30.923,0.530
30.927,0.730
30.933,1.060
30.937,0.810
30.940,0.830
30.946,0.890
30.952,0.730
30.958,0.750
30.959,0.750
30.965,0.710
30.971,0.840
30.977,1.020
30.978,1.113
30.979,1.170
30.983,0.710
30.991,0.870
31.000,0.910
31.007,0.820
31.013,1.050
31.013,1.050
31.015,0.870
31.017,1.140
31.018,1.100
31.022,0.990
31.023,1.040
31.025,0.980
31.027,0.860
31.029,0.790
31.032,0.550
31.039,0.660
31.040,0.660
31.042,0.640
31.045,1.120
31.047,0.880
31.049,0.870
31.050,0.666
31.051,1.030
31.053,1.010
31.055,0.930
31.057,0.920
31.058,0.810
31.060,0.970
31.060,0.970
31.062,0.720
31.069,0.800
31.071,0.870
31.075,0.760
31.082,0.690
31.084,0.710
31.086,0.930
31.088,0.620
31.090,0.640
31.091,0.830
31.098,1.030
31.105,0.750
31.107,0.870
31.109,0.830
31.112,0.780
31.114,1.210
31.115,0.830
31.121,0.900
31.127,1.160
31.129,1.120
31.129,1.120
31.132,1.030
31.140,0.990
31.145,0.900
31.152,0.810
31.159,1.030
31.160,0.790
31.163,0.720
31.168,1.020
31.170,1.080
31.173,0.940
31.173,0.940
31.181,1.250
31.187,0.940
31.195,1.210
31.202,0.870
31.210,0.990
31.218,0.980
31.225,0.880
31.233,0.690
31.240,1.000
31.246,0.950
31.246,0.950
31.248,1.050
31.250,1.120
31.252,1.140
31.254,0.850
31.255,1.210
31.256,1.000
31.258,0.800
31.260,0.770
31.263,0.750
31.267,0.690
31.267,0.690
31.271,0.920
31.278,1.020
31.285,0.900
31.292,0.960
31.297,0.600
31.300,0.730
31.303,0.650
31.305,0.490
31.307,0.420
31.308,0.480
31.308,0.480
31.310,0.650
31.311,0.720
31.315,0.520
31.320,0.530
31.326,0.640
31.331,0.510
31.335,0.450
31.340,0.470
31.345,0.570
31.350,0.460
31.350,0.460
31.356,0.580
31.356,0.515
31.362,0.500
31.368,0.770
31.373,0.650
31.376,0.830
31.379,0.890
31.380,0.610
31.382,0.520
31.383,0.530
31.386,0.730
31.386,0.730
31.387,0.600
31.389,0.700
31.390,0.600
31.392,0.660
31.395,0.690
31.400,0.850
31.403,0.690
31.408,0.690
31.414,0.620
31.419,0.730
31.419,0.730
31.422,0.520
31.423,0.740
31.426,0.390
31.430,0.470
31.431,0.760
31.431,0.620
31.432,0.620
31.433,0.600
31.433,0.736
31.434,0.780
31.434,0.720
31.435,0.620
31.436,0.420
31.437,0.510
31.438,0.550
31.438,0.750
31.439,0.620
31.440,0.470
31.441,0.710
31.441,0.710
31.441,0.660
31.442,0.940
31.443,0.840
31.444,0.820
31.445,0.590
31.445,0.770
31.446,0.690
31.447,0.710
31.450,0.500
31.454,0.970
31.456,0.760
31.457,0.740
31.459,0.690
31.461,0.700
31.464,1.182
31.465,0.767
31.465,0.767
31.470,0.790
31.472,0.840
31.474,1.000
31.475,0.850
31.477,1.050
31.478,1.130
31.479,0.950
31.481,0.850
31.483,0.910
31.489,0.840
31.489,0.840
31.495,1.030
31.499,0.990
31.504,0.900
31.508,1.000
31.509,0.930
31.511,1.050
31.515,0.780
31.520,0.870
31.522,0.915
31.523,0.810
31.523,0.810
31.526,0.770
31.528,0.980
31.531,0.800
31.534,0.700
31.535,0.768
31.538,1.070
31.542,0.750
31.544,0.760
31.545,0.720
31.548,0.942
31.548,0.942
31.552,1.220
31.556,0.800
31.558,0.880
31.560,0.750
31.562,0.884
31.563,0.880
31.565,0.790
31.566,0.930
31.569,0.910
31.573,0.935
31.577,1.110
31.577,1.110
31.578,0.870
31.580,0.895
31.581,0.840
31.583,0.890
31.587,1.190
31.592,0.850
31.597,0.740
31.602,0.790
31.607,0.830
31.607,0.830
31.611,0.900
31.616,0.810
31.622,0.880
31.628,0.800
31.632,0.720
31.634,0.820
31.636,0.820
31.639,0.750
31.641,0.650
31.643,0.650
31.643,0.650
31.646,0.810
31.650,0.820
31.656,0.750
31.663,0.850
31.669,0.670
31.671,0.670
31.674,0.650
31.678,0.780
31.684,0.800
31.688,0.690
31.688,0.690
31.691,0.460
31.692,0.620
31.694,0.430
31.696,0.710
31.702,1.006
31.709,0.303
31.714,0.650
31.717,0.620
31.719,0.670
31.721,0.820
31.721,0.820
31.723,0.600
31.725,0.840
31.726,0.720
31.730,0.618
31.737,0.730
31.741,0.980
31.746,0.610
31.751,0.860
31.758,0.880
31.764,0.846
31.766,0.764
31.767,0.960
31.767,0.960
31.773,0.763
31.775,0.808
31.778,0.790
31.780,0.610
31.780,0.766
31.784,0.768
31.784,0.563
31.786,0.680
31.788,0.600
31.788,0.566
31.789,0.665
31.789,0.665
31.791,0.510
31.793,0.698
31.795,0.665
31.797,0.590
31.803,0.555
31.806,0.770
31.810,0.646
31.814,0.870
31.819,0.500
31.823,0.476
31.823,0.476
31.829,0.387
31.836,0.494
31.842,0.550
31.848,0.544
31.852,0.752
31.852,0.752
31.859,0.677
31.865,0.750
31.871,0.721
31.878,0.739
31.883,0.725
31.889,0.860
31.895,0.881
31.901,0.845
31.906,0.743
31.912,0.630
31.912,0.630
31.918,0.600
31.924,0.758
31.929,0.743
31.936,0.810
31.940,0.866
31.941,0.543
31.952,0.780
31.953,0.911
31.955,0.750
31.955,0.750
31.956,0.697
31.958,0.700
31.960,0.681
31.961,0.630
31.963,0.621
31.965,0.710
31.968,0.716
31.971,0.721
31.976,0.866
31.981,0.860
31.981,0.860
31.984,0.772
31.986,0.729
31.987,0.745
31.991,0.685
31.992,0.824
31.995,0.688
32.000,0.804
32.004,0.798
32.004,0.990
32.011,0.770
32.011,0.920
32.017,0.850
32.017,0.850
32.017,1.035
32.022,1.090
32.022,0.738
32.023,1.020
32.024,1.005
32.025,1.015
32.028,0.896
32.029,0.960
32.031,0.920
32.035,0.817
32.037,0.920
32.037,0.920
32.041,0.790
32.043,0.750
32.047,0.900
32.054,0.816
32.062,0.770
32.062,0.770
32.066,0.810
32.068,0.619
32.070,0.770
32.072,0.910
32.074,0.870
32.076,0.740
32.078,0.840
32.080,0.570
32.082,0.640
32.087,0.470
32.092,0.780
32.094,0.850
32.096,0.810
32.100,0.750
32.107,0.650
32.113,0.780
32.115,0.660
32.118,0.780
32.120,0.854
32.122,0.910
32.122,0.910
32.124,0.876
32.124,0.780
32.126,0.730
32.128,0.920
32.131,0.560
32.134,0.850
32.142,0.770
32.146,0.730
32.149,0.830
32.154,0.870
32.157,0.760
32.157,0.760
32.159,0.750
32.165,0.760
32.173,0.710
32.175,0.510
32.177,0.623
32.179,0.600
32.181,0.590
32.183,0.780
32.185,0.730
32.187,0.700
32.187,0.700
32.189,0.650
32.194,0.300
32.198,0.570
32.200,0.500
32.201,0.420
32.204,0.290
32.209,0.780
32.214,0.480
32.217,0.630
32.221,0.370
32.227,0.820
32.229,0.600
32.231,0.840
32.234,0.830
32.241,0.790
32.244,0.800
32.248,0.748
32.255,0.850
32.263,0.856
32.267,0.721
32.267,0.721
32.274,0.890
32.276,0.800
32.281,0.960
32.285,0.763
32.287,0.765
32.289,0.846
32.290,0.620
32.292,0.680
32.295,0.663
32.298,0.740
32.298,0.740
32.300,0.871
32.304,0.655
32.306,0.768
32.308,0.586
32.314,0.580
32.318,0.430
32.320,0.542
32.325,0.870
32.333,0.922
32.333,0.922
32.337,0.887
32.343,0.884
32.350,0.816
32.355,0.800
32.358,0.710
32.359,0.738
32.363,0.960
32.370,0.987
32.372,0.909
32.377,1.065
32.377,1.065
32.384,0.941
32.391,0.980
32.396,0.850
32.399,0.846
32.403,0.650
32.405,0.784
32.408,0.871
32.410,0.858
32.410,0.764
32.413,1.020
32.417,0.980
32.417,0.980
32.422,0.920
32.424,0.827
32.426,0.969
32.427,0.833
32.428,0.856
32.429,0.840
32.431,0.800
32.432,0.810
32.433,0.949
32.436,0.967
32.441,0.939
32.441,0.939
32.443,0.777
32.444,0.893
32.446,0.975
32.450,0.900
32.451,0.849
32.451,0.689
32.454,0.917
32.457,0.909
32.459,0.967
32.462,0.888
32.462,0.888
32.464,0.914
32.465,0.738
32.466,0.901
32.467,0.851
32.468,0.861
32.469,0.836
32.470,0.914
32.471,0.929
32.478,0.765
32.478,0.765
32.483,0.760
32.483,0.883
32.484,0.700
32.485,0.763
32.486,0.831
32.487,0.718
32.488,0.552
32.490,0.812
32.492,0.771
32.493,1.022
32.494,0.917
32.498,0.772
32.498,0.772
32.500,0.859
32.503,0.731
32.505,0.742
32.507,0.688
32.508,0.914
32.512,0.793
32.513,0.704
32.517,0.918
32.520,0.946
32.524,0.930
32.526,0.745
32.526,0.745
32.532,0.996
32.538,0.880
32.540,0.834
32.542,0.797
32.544,0.862
32.546,0.941
32.548,0.916
32.552,0.809
32.557,0.690
32.559,0.739
32.559,0.739
32.560,0.776
32.562,0.586
32.564,0.821
32.566,0.774
32.568,0.801
32.572,0.714
32.575,0.623
32.577,0.709
32.581,0.833
32.588,0.788
32.588,0.788
32.593,0.598
32.599,0.716
32.604,0.770
32.605,0.958
32.607,0.880
32.611,0.808
32.617,0.879
32.621,1.097
32.622,0.996
32.625,1.135
32.625,1.135
32.630,1.118
32.631,1.162
32.633,0.967
32.635,0.886
32.636,0.976
32.638,1.033
32.640,1.013
32.642,0.993
32.646,0.803
32.651,1.057
32.651,1.057
32.658,1.152
32.664,0.978
32.671,0.811
32.678,1.003
32.683,0.930
32.691,0.898
32.695,0.838
32.700,0.889
32.708,0.739
32.713,0.989
32.713,0.989
32.715,0.750
32.726,0.971
32.731,0.936
32.731,0.936
32.734,0.988
32.741,1.026
32.749,1.091
32.754,1.072
32.756,0.938
32.756,0.938
32.758,0.805
32.760,0.931
32.762,0.952
32.764,0.957
32.766,0.962
32.766,0.962
32.773,1.324
32.780,1.372
32.786,1.060
32.794,1.045
32.798,0.842
32.798,0.842
32.801,1.065
32.807,1.141
32.824,0.863
32.828,1.123
32.828,1.123
32.830,1.176
32.835,0.910
32.841,1.038
32.844,1.100
32.844,1.100
32.846,1.060
32.849,1.141
32.855,1.118
32.861,1.164
32.871,0.817
32.871,0.817
32.871,0.817
32.871,0.900
32.876,1.080
32.878,0.880
32.880,0.940
32.880,0.760
32.882,0.896
32.882,1.000
32.885,0.950
32.885,0.950
32.890,1.090
32.894,0.960
32.900,1.170
32.908,1.120
32.911,0.900
32.911,0.900
32.913,1.210
32.915,1.100
32.916,1.090
32.916,1.117
32.924,0.980
32.924,0.980
32.931,1.000
32.935,0.840
32.941,1.000
32.942,0.980
32.942,0.980
32.947,0.750
32.952,0.890
32.964,0.900
32.972,1.030
32.975,1.000
32.975,1.000
32.979,0.900
32.983,1.010
32.990,0.960
33.000,1.060
33.007,1.190
33.015,1.020
33.020,1.050
33.025,0.980
33.027,1.020
33.029,1.030
33.029,1.030
33.031,1.010
33.035,1.010
33.043,1.070
33.047,0.980
33.053,1.010
33.053,1.010
33.061,0.870
33.070,1.000
33.078,0.840
33.087,1.020
33.093,1.030
33.093,1.030
33.098,0.910
33.103,0.930
33.112,0.960
33.118,0.800
33.126,1.120
33.136,1.080
33.136,1.080
33.145,1.090
33.154,1.090
33.163,1.140
33.172,1.130
33.181,1.160
33.190,1.170
33.190,1.170
33.199,0.970
33.208,1.220
33.215,0.970
33.219,1.120
33.219,1.080
33.226,1.230
33.226,1.230
33.228,1.170
33.230,1.060
33.232,0.980
33.239,1.290
33.246,1.090
33.246,1.090
33.253,1.260
33.260,1.280
33.265,1.260
33.273,1.230
33.288,1.450
33.288,1.450
33.306,1.310
33.325,1.150
33.345,1.090
33.357,0.960
33.368,1.350
33.368,1.350
33.371,1.470
33.374,1.460
33.378,1.440
33.381,1.320
33.381,1.320
33.392,1.240
33.399,1.450
33.402,1.320
33.405,1.310
33.409,1.310
33.409,1.310
33.413,1.237
33.418,1.360
33.421,1.370
33.425,1.280
33.432,1.180
33.439,1.130
33.441,1.440
33.443,1.520
33.447,1.430
33.449,1.430
33.449,1.430
33.451,1.320
33.453,1.200
33.454,1.409
33.455,1.460
33.456,1.408
33.456,1.408
33.457,1.370
33.458,1.387
33.460,1.250
33.460,1.250
33.461,1.271
33.463,1.320
33.463,1.461
33.465,1.423
33.467,1.491
33.467,1.491
33.469,1.372
33.472,1.214
33.480,1.312
33.485,1.325
33.488,1.343
33.488,1.343
33.491,1.353
33.493,1.509
33.495,1.426
33.500,1.273
33.509,1.346
33.509,1.346
33.511,1.356
33.513,1.360
33.515,1.480
33.517,1.417
33.519,1.293
33.527,1.272
33.527,1.272
33.536,1.290
33.546,1.242
33.554,1.408
33.555,1.437
33.557,1.510
33.557,1.437
33.558,1.363
33.560,1.473
33.561,1.390
33.563,1.497
33.565,1.391
33.565,1.497
33.567,1.459
33.568,1.496
33.572,1.288
33.578,1.533
33.581,1.413
33.581,1.533
33.587,1.387
33.591,1.512
33.593,1.560
33.595,1.560
33.596,1.629
33.596,1.560
33.598,1.481
33.599,1.572
33.601,1.668
33.603,1.564
33.604,1.662
33.604,1.564
33.606,1.649
33.607,1.553
33.609,1.566
33.611,1.503
33.612,1.623
33.612,1.503
33.614,1.426
33.616,1.437
33.618,1.666
33.620,1.459
33.622,1.675
33.622,1.675
33.623,1.519
33.625,1.541
33.627,1.624
33.631,1.402
33.631,1.402
33.632,1.530
33.634,1.553
33.636,1.523
33.638,1.477
33.640,1.488
33.640,1.488
33.642,1.726
33.644,1.765
33.645,1.548
33.647,1.514
33.649,1.636
33.649,1.636
33.651,1.433
33.653,1.280
33.655,1.375
33.656,1.472
33.658,1.560
33.660,1.352
33.664,1.317
33.668,1.170
33.673,1.251
33.673,1.251
33.676,1.029
33.680,1.062
33.682,1.062
33.684,1.050
33.684,1.050
33.686,1.246
33.688,1.257
33.690,1.189
33.692,1.142
33.695,1.329
33.695,1.329
33.697,1.074
33.699,1.310
33.702,1.075
33.703,0.962
33.703,1.076
33.706,0.937
33.710,1.154
33.710,1.154
33.714,1.110
33.718,1.288
33.722,1.297
33.725,1.176
33.729,1.279
33.733,1.087
33.733,1.087
33.737,1.209
33.741,1.141
33.745,0.879
33.748,0.935
33.752,0.976
33.752,0.976
33.756,0.832
33.760,1.027
33.767,1.091
33.769,0.844
33.769,0.844
33.773,1.018
33.775,0.954
33.780,1.231
33.780,0.900
33.780,1.231
33.786,1.175
33.787,1.369
33.791,1.176
33.794,1.235
33.800,0.927
33.800,0.927
33.807,1.069
33.811,1.069
33.811,0.718
33.814,0.957
33.821,1.003
33.827,1.066
33.833,0.984
33.833,0.984
33.841,1.025
33.843,0.857
33.846,0.969
33.852,1.205
33.858,1.025
33.866,1.134
33.866,1.134
33.874,1.032
33.884,1.238
33.884,1.238
33.895,0.973
33.905,1.048
33.915,1.009
33.928,0.993
33.946,0.671
34.174,0.357
34.222,0.953
34.250,0.873
34.295,0.442
34.316,0.575
34.324,0.724
34.398,0.760
34.480,0.716
34.509,0.606
34.531,0.664
34.608,0.726
34.749,0.792
34.765,0.768
34.784,0.758
34.985,0.742
35.112,0.753
35.177,0.786
35.296,0.760
35.296,0.710
35.324,0.820
35.324,0.710
35.343,0.539
35.375,0.630
35.411,0.830
35.454,1.030
35.863,1.070
36.138,1.060
36.138,1.040
36.225,1.130
36.340,1.060
36.399,0.920
36.486,0.580
36.692,0.630
36.813,0.790
37.035,0.642
37.091,0.770
37.485,0.953
37.558,0.500
37.630,0.470
37.738,0.680
37.873,0.786
37.971,0.580
38.092,0.730
38.092,0.820
38.212,0.867
38.329,0.712
38.329,0.650
38.337,0.720
38.437,0.539
38.460,0.600
38.513,0.760
38.576,0.450
38.636,0.612
38.689,0.454
38.736,0.590
38.790,0.810
38.791,0.850
38.860,0.530
39.010,0.590
39.107,0.610
39.109,0.650
39.138,0.680
39.242,0.730
39.280,0.750
39.285,0.819
39.315,0.700
39.368,0.855
39.425,0.960
39.597,0.720
39.659,0.560
39.726,1.150
39.782,0.790
39.854,1.220
40.279,0.980
40.324,0.744
40.366,0.744
40.403,0.720
40.525,0.770
40.589,0.750
40.675,0.980
40.714,0.564
40.718,0.517
40.757,0.330
40.770,0.380
40.792,0.480
40.813,0.500
40.813,0.380
40.813,0.450
40.833,0.422
40.833,0.422
40.833,0.422
40.833,0.422
40.833,0.422
40.854,0.370
40.855,0.370
40.886,0.288
40.887,0.250
40.912,0.210
40.944,0.336
40.944,0.370
40.993,0.320
40.993,0.320
41.035,0.320
41.035,0.380
41.065,0.492
41.085,0.390
41.106,0.430
41.125,0.400
41.146,0.610
41.146,0.580
41.168,0.630
41.187,0.590
41.206,0.770
41.207,0.770
41.226,0.650
41.262,0.490
41.281,0.630
41.283,0.815
41.304,0.452
41.322,0.560
41.323,0.560
41.341,0.660
41.344,0.640
41.363,0.570
41.364,0.660
41.389,0.490
41.419,0.520
41.496,0.485
41.566,0.584
42.157,0.090
42.165,0.050
42.286,0.620
42.412,0.590
42.427,0.726
42.483,0.623
42.488,0.802
42.564,0.830
42.654,0.690
42.654,0.815
