depth_m,age_calkaBP,d13Cc.wuell,d18Oc.wuell-cor64
22.205,3153.1,0.84,3.41
22.23,3154.7,0.63,3.23
22.255,3156.3,0.83,3.32
22.305,3159.4,0.65,3.31
22.33,3160.9,0.64,3.2
22.355,3162.5,0.36,3.24
22.43,3167.2,0.48,3.47
22.455,3168.8,1.02,3.6
22.48,3170.3,0.61,3.38
22.505,3171.9,0.82,3.24
22.53,3173.4,0.55,3.46
22.555,3175,0.75,3.56
22.58,3177.5,0.87,3.35
22.605,3180,0.86,3.39
22.63,3182.5,1,3.36
22.655,3185,0.52,3.54
22.68,3187.5,0.86,3.31
22.705,3190,0.17,3.03
22.73,3192.5,0.99,3.38
22.78,3197.5,0.95,3.23
22.805,3200,0.85,3.53
22.855,3205,0.85,3.18
22.905,3210,0.93,3.35
22.93,3212.5,1.03,3.41
22.955,3215,0.89,3.09
22.98,3217.5,1.06,3.37
23.005,3220,1.1,3.47
23.03,3222.5,0.97,3.41
23.055,3225,0.67,3.32
23.08,3227.5,0.73,3.47
23.105,3230,0.83,3.56
23.13,3232.5,1.02,3.6
23.155,3235,0.89,3.49
23.18,3238.5,0.99,3.53
23.205,3241.9,0.72,3.45
23.23,3245.4,0.63,3.38
23.255,3248.8,0.62,3.39
23.28,3252.3,0.71,3.49
23.305,3255.8,0.79,3.35
23.33,3259.2,0.9,3.35
23.355,3262.7,0.77,3.47
23.38,3266.2,0.71,3.54
23.405,3269.6,0.91,3.6
23.43,3273.1,0.65,3.57
23.455,3276.5,0.88,3.52
23.48,3280,0.57,3.34
23.505,3282.2,0.8,3.5
23.53,3284.4,0.46,3.95
23.555,3286.6,0.79,3.54
23.58,3288.8,0.58,3.59
23.605,3290.9,0.61,3.63
23.63,3293.1,0.7,3.63
23.655,3295.3,0.6,3.69
23.68,3297.5,0.18,3.85
23.705,3299.7,0.59,3.6
23.73,3301.9,0.43,3.98
23.755,3303.6,0.57,3.7
23.78,3305.3,0.53,3.68
23.805,3307,0.29,3.24
23.83,3308.7,0.65,3.53
23.855,3310.4,0.58,3.57
23.88,3312.1,0.81,3.34
23.905,3313.8,0.39,3.45
23.93,3315.5,0.85,3.42
23.955,3317.2,0.65,3.38
23.98,3318.9,0.86,3.62
24.005,3320.6,0.69,3.42
24.03,3322.3,0.76,3.44
24.055,3324,0.73,3.38
24.08,3325.7,0.68,3.33
24.105,3327.4,0.72,3.64
24.13,3329.1,0.75,3.47
24.155,3330.8,0.55,3.39
24.18,3332.5,0.34,3.36
24.205,3334.1,0.68,3.45
24.23,3335.8,0.63,3.47
24.255,3337.5,0.46,3.49
24.28,3339.2,0.68,3.52
24.305,3340.9,0.45,3.52
24.33,3342.6,0.5,3.11
24.355,3344.3,0.58,3.32
24.38,3346,0.67,3.45
24.405,3347.7,0.65,3.48
24.43,3349.4,0.63,3.5
24.455,3351.1,0.58,3.3
24.48,3352.8,0.56,3.2
24.505,3354.5,0.63,3.28
24.53,3356.2,0.46,3.09
24.555,3357.9,0.2,3.35
24.58,3359.6,0.52,3.49
24.605,3361.3,0.5,3.44
24.63,3363,0.56,3.39
24.655,3364.7,0.51,3.44
24.68,3366.4,0.49,3.51
24.705,3368.1,0.94,3.62
24.73,3369.8,0.54,3.3
24.755,3371.5,0.74,3.46
24.78,3373.2,0.76,3.4
24.805,3374.9,0.73,3.5
24.83,3376.6,0.44,3.69
24.855,3378.3,0.77,3.4
24.88,3380,0.7,3.72
24.905,3382.3,0.48,3.28
24.93,3384.5,0.61,3.38
24.955,3386.8,0.51,3.34
24.98,3389,0.72,3.42
25.005,3391.3,0.61,3.29
25.03,3393.5,0.64,3.24
25.055,3395.8,0.58,3.32
25.08,3398,0.67,3.19
25.105,3400.3,0.75,3.33
25.13,3402.5,0.91,3.01
25.155,3404.8,0.63,3.46
25.18,3407,0.48,3.1
25.205,3409.3,0.59,3.16
25.23,3411.5,0.91,3.56
25.255,3413.8,0.54,3.5
25.28,3416,0.34,3.46
25.305,3418.3,0.25,3.22
25.33,3420.5,0.4,3.48
25.355,3422.8,0.52,3.51
25.38,3425,0.47,3.55
25.405,3426.4,0.33,3.4
25.43,3427.9,0.02,3.41
25.455,3429.3,0.56,3.43
25.48,3430.8,0.63,3.18
25.505,3432.2,0.52,3.28
25.53,3433.7,0.68,3.36
25.555,3435.1,0.56,3.18
25.62,3438.9,0.76,3.31
25.645,3440.4,0.74,3.17
25.67,3441.8,0.68,3.25
25.695,3443.3,0.55,3.24
25.72,3444.7,0.68,3.18
25.745,3446.2,0.87,3.28
25.77,3447.6,0.31,3.25
25.795,3449.1,0.67,3.26
25.82,3450.5,0.51,3.3
25.845,3452,0.77,3.44
25.87,3453.4,0.84,3.2
25.895,3454.9,0.72,3.1
25.92,3456.3,0.81,3.25
25.945,3457.8,0.69,3.32
25.97,3459.2,0.29,3.18
25.995,3460.7,0.27,3.34
26.02,3462.1,0.49,3.42
26.045,3463.6,0.92,3.39
26.07,3465,0.57,3.48
26.095,3466.8,0.83,3.35
26.12,3468.7,0.72,3.34
26.145,3470.5,0.45,3.24
26.17,3472.4,0.83,3.22
26.195,3474.2,0.46,3.29
26.22,3476,0.68,3.2
26.245,3477.9,0.73,3.33
26.27,3479.7,0.83,3.31
26.295,3481.6,0.88,3.35
26.32,3483.4,0.91,3.04
26.345,3485.2,0.95,3.29
26.37,3487.1,0.77,3.36
26.395,3488.9,0.9,3.25
26.42,3490.8,0.62,3.15
26.445,3492.6,0.82,3.22
26.47,3494.4,0.38,3.18
26.495,3496.3,0.81,3.19
26.535,3499.2,0.9,3.25
26.56,3501.1,0.91,2.9
26.585,3502.9,0.64,3.11
26.61,3504.8,0.69,3.26
26.635,3506.6,0.87,3.25
26.66,3508.4,0.78,3.11
26.685,3510.3,0.73,2.98
26.71,3512.1,0.57,2.5
26.735,3514,0.46,2.38
26.76,3515.8,0.55,3.39
26.785,3517.6,0.51,2.57
26.81,3519.5,0.7,3.13
26.835,3521.3,0.79,3.03
26.86,3523.2,0.8,3.22
26.885,3525,0.98,3.4
26.91,3530,0.78,3.3
26.935,3535,0.68,2.97
26.96,3540,0.66,3.09
26.985,3545,0.88,3.26
27.01,3550,0.9,3.27
27.035,3555,0.83,3.13
27.06,3560,0.52,3.31
27.085,3561.8,0.88,3.13
27.11,3563.5,0.89,3.15
27.135,3565.3,0.64,2.96
27.16,3567.1,0.67,3.18
27.185,3568.8,0.73,3.06
27.235,3572.4,0.45,3.01
27.26,3574.1,0.68,2.93
27.285,3575.9,0.53,2.99
27.31,3577.6,0.62,3.32
27.335,3579.4,0.65,3.2
27.36,3581.2,0.81,3.29
27.385,3582.9,0.66,3.32
27.435,3586.5,0.84,3.32
27.46,3588.2,0.62,3.39
27.485,3590,0.94,3.43
27.51,3590.9,0.57,3.17
27.535,3591.8,0.7,3.25
27.56,3592.7,0.65,3.49
27.585,3593.6,0.92,3.07
27.61,3594.5,1,3.22
27.635,3595.5,0.96,3.13
27.66,3596.4,0.86,3.18
27.685,3597.3,0.8,3.02
27.71,3598.2,0.72,3.02
27.735,3599.1,0.34,2.65
27.76,3600,0.72,2.97
27.785,3600.9,0.77,3.29
27.81,3601.8,0.66,3.09
27.835,3602.7,0.92,3.29
27.86,3603.6,0.95,3.2
27.885,3604.5,0.68,3.13
27.91,3605.5,0.77,3.08
27.935,3606.4,0.3,3.01
27.96,3607.3,0.68,2.96
28.01,3609.1,0.8,3.11
28.035,3610,0.67,2.8
28.06,3610.9,0.73,3.2
28.085,3611.8,0.78,2.95
28.11,3612.7,0.97,3.13
28.135,3613.6,1,3.29
28.16,3614.5,0.69,3.14
28.185,3615.5,0.95,3.15
28.21,3616.4,0.67,3.19
28.235,3617.3,0.46,3.14
28.26,3618.2,0.51,2.74
28.285,3619.1,0.64,3.44
28.31,3620,0.35,3.39
28.335,3620.9,0.92,3.47
28.36,3621.8,0.35,3.2
28.385,3622.7,0.78,3.5
28.41,3623.6,0.7,3.38
28.435,3624.5,0.75,3.33
28.46,3625.5,0.86,3.39
28.485,3626.4,0.8,3.25
28.51,3627.3,1.06,3.38
28.56,3629.1,0.61,3.48
28.585,3630,0.71,3.62
28.61,3630.8,1.02,3.23
28.635,3631.6,1.06,3.09
28.66,3632.4,1.09,3.2
28.685,3633.2,0.82,3.37
28.71,3634,0.93,3.3
28.735,3634.8,1.09,3.11
28.785,3636.4,1.03,3.31
28.81,3637.2,0.79,3.25
28.835,3638,1.03,3.27
28.86,3638.8,0.92,3
28.885,3639.5,0.87,3.14
28.91,3640.3,0.67,3.02
28.935,3641.1,0.61,3.24
28.96,3641.9,1.13,3.23
28.985,3642.7,0.98,3.26
29.01,3643.5,0.88,3.14
29.035,3644.3,0.94,3.18
29.06,3645.1,0.77,3.41
29.085,3645.9,-0.1,3.06
29.11,3646.7,0.73,3.39
29.135,3647.5,0.81,3.22
29.16,3648.3,0.97,3.15
29.185,3649.1,0.62,2.96
29.235,3650.7,0.47,2.85
29.26,3651.5,0.96,3.25
29.285,3652.3,0.73,2.79
29.31,3653.1,0.6,3
29.335,3653.9,0.85,3.1
29.36,3654.7,0.73,3.35
29.385,3655.5,0.55,3.23
29.41,3656.3,0.82,3.21
29.435,3657,0.82,3.26
29.46,3657.8,0.64,3.15
29.485,3658.6,0.76,3.4
29.535,3660.2,0.46,3.46
29.56,3661,0.85,3.4
29.585,3661.8,0.71,3.49
29.61,3662.6,0.81,3.27
29.635,3663.4,0.58,3.29
29.66,3664.2,0.58,3.47
29.685,3665,0.71,3.58
29.71,3668.8,0.94,3.55
29.735,3672.7,0.61,3.26
29.76,3676.5,0.4,3.17
29.785,3680.4,0.94,3.48
29.81,3684.2,0.74,3.38
29.835,3688.1,0.91,3.12
29.86,3691.9,0.85,3.23
29.885,3695.8,0.61,3.1
29.91,3699.6,0.61,3.27
29.935,3703.5,0.85,3.27
29.96,3707.3,0.8,3.22
29.985,3711.2,0.72,3.14
30.01,3715,0.72,3.42
30.035,3718.6,0.88,3.16
30.06,3722.3,0.93,3.12
30.085,3725.9,0.86,3.23
30.11,3729.5,0.92,3.13
30.135,3733.2,0.83,3.17
30.16,3736.8,0.88,3.07
30.185,3740.5,0.75,3.23
30.21,3744.1,0.86,3.24
30.235,3747.7,0.86,3.21
30.26,3751.4,0.85,3.24
30.285,3755,0.9,3.21
30.31,3758.6,0.69,3.05
30.335,3762.3,0.88,3.09
30.36,3765.9,0.82,3.25
30.385,3769.5,0.73,3.21
30.41,3773.2,0.48,3.11
30.435,3776.8,0.79,3.18
30.46,3780.5,0.79,3.15
30.485,3784.1,0.77,3.1
30.51,3787.7,0.81,3.22
30.535,3791.4,0.54,3.23
30.56,3795,0.83,3.34
30.585,3800,0.73,3.29
30.61,3805,0.85,3.24
30.635,3810,0.79,3.16
30.66,3815,0.76,3.12
30.68,3819,0.82,3.15
30.71,3825,0.72,3.32
30.735,3830,0.78,3.38
30.76,3837.4,0.61,3.24
30.81,3852.1,0.76,2.96
30.835,3859.5,0.61,2.9
30.86,3866.8,0.76,3.25
30.885,3871.7,0.62,3.25
30.91,3874.8,0.71,3.27
30.935,3877.8,0.64,3.24
30.96,3880.9,0.61,3.1
30.985,3883.9,0.67,3.3
31.01,3887,0.82,3.16
31.035,3890,0.54,2.99
31.06,3893.9,0.59,3.04
31.085,3897.9,0.62,3.2
31.11,3901.8,0.81,3.06
31.135,3905.7,0.82,3.06
31.16,3909.6,0.8,3.07
31.185,3913.6,0.69,2.9
31.21,3917.5,0.66,2.97
31.235,3921.4,0.75,3.02
31.26,3925.4,0.76,3.08
31.285,3929.3,0.88,2.98
31.31,3933.2,0.74,2.96
31.335,3937.1,0.6,2.95
31.36,3941.1,0.98,3.44
31.385,3945,0.74,3.19
31.41,3949.5,0.56,3.16
31.435,3954.1,0.82,3.2
31.46,3958.6,0.37,2.91
31.485,3963.2,0.75,3.23
31.51,3967.7,0.77,3.26
31.535,3972.3,0.62,3.25
31.56,3976.8,0.66,3.32
31.585,3981.4,0.68,3.26
31.61,3985.9,0.34,3.43
31.635,3990.5,0.53,3.45
31.66,3995,0.57,3.47
31.685,3998.3,0.41,3.52
31.71,4001.7,0.53,3.43
31.735,4005,0.62,3.39
31.76,4008.3,0.7,3.36
31.785,4011.7,0.92,3.22
31.81,4015,0.96,3.25
31.835,4018.3,0.75,3.27
31.86,4021.7,0.89,3.26
31.885,4025,0.84,3.14
31.91,4033.3,0.61,3.56
31.935,4041.7,0.8,3.24
31.96,4050,0.89,3.05
31.985,4052.3,0.86,3.13
32.01,4054.5,0.59,3.24
32.035,4056.8,0.81,3.15
32.06,4059,0.87,3.04
32.085,4061.3,0.75,3.25
32.21,4072.5,0.73,3.19
32.235,4074.8,0.79,3.21
32.26,4077,0.69,3.22
32.285,4079.3,0.8,3.27
32.31,4081.5,0.68,3.1
32.335,4083.8,0.83,3.18
32.36,4086,0.65,3.18
32.385,4088.3,0.61,3.22
32.41,4090.5,0.59,3.3
32.435,4092.8,0.57,3.31
32.46,4095,0.52,3.37
32.485,4096.3,0.71,3.24
32.51,4097.7,0.68,3.33
32.56,4100.4,0.61,3.27
32.585,4101.7,0.69,3.09
32.61,4103.1,0.71,3.21
32.635,4104.4,0.41,3.05
32.66,4105.8,0.61,3.07
32.685,4107.1,0.68,3.14
32.71,4108.5,0.64,3.17
32.735,4109.8,0.59,3.16
32.76,4111.2,0.67,3.08
32.785,4112.5,0.72,3.18
32.81,4113.8,0.61,3.09
32.835,4115.2,0.89,3.19
32.86,4116.5,0.66,3.1
32.885,4117.9,0.74,3.17
32.91,4119.2,0.84,3.19
32.935,4120.6,0.74,3.04
32.96,4121.9,0.71,3.05
32.985,4123.3,0.83,3.26
33.01,4124.6,0.9,3.26
33.035,4126,0.74,3
33.06,4127.3,0.81,3.21
33.085,4128.7,0.62,2.73
33.11,4130,0.93,3.12
33.135,4135.7,0.86,3.22
33.145,4138,0.73,2.78
33.17,4143.6,0.81,2.83
33.195,4149.3,0.77,3.28
33.22,4155,0.57,3.31
33.245,4157.3,0.72,3.31
33.27,4159.5,0.7,3.29
33.295,4161.8,0.88,3.19
33.32,4164,0.81,3.17
33.345,4166.3,0.85,3.2
33.37,4168.5,0.66,3.08
33.42,4173,0.82,3.17
33.445,4175.3,0.56,3.08
33.47,4177.5,0.62,3.21
33.495,4179.8,0.62,3.15
33.52,4182,0.84,3.07
33.545,4184.3,0.65,3.18
33.57,4186.5,0.49,3.2
33.595,4188.8,0.52,3.21
33.62,4191,0.73,3.21
33.645,4193.3,0.43,3.26
33.67,4195.5,0.73,3.15
33.695,4197.8,0.67,3.29
33.72,4200,0.63,3.41
33.745,4201.7,0.63,3.23
33.77,4203.4,0.58,3.37
33.795,4205.2,0.51,3.36
33.82,4206.9,0.64,3.31
33.845,4208.6,0.8,3.32
33.87,4210.3,0.62,3.28
33.895,4212,0.79,3.25
33.92,4213.8,0.88,3.17
33.945,4215.5,0.83,3.13
33.97,4217.2,0.73,3.08
33.995,4218.9,0.68,3.05
34.02,4220.6,0.78,3.1
34.045,4222.3,0.85,3.08
34.07,4224.1,0.93,3.16
34.095,4225.8,0.58,3.26
34.12,4227.5,0.74,3.27
34.145,4229.2,0.78,3.1
34.17,4230.9,0.86,3.19
34.195,4232.7,0.91,3.24
34.22,4234.4,0.75,3.22
34.24,4235.8,0.87,3.25
34.27,4237.8,0.79,3.33
34.295,4239.5,0.83,3.25
34.345,4243,0.33,3.34
34.37,4244.7,0.74,3.08
34.395,4246.4,0.6,3.18
34.42,4248.1,0.81,3.24
34.445,4249.8,0.71,3.15
34.47,4251.6,0.76,3.17
34.495,4253.3,0.74,3.22
34.52,4255,0.47,3.18
34.545,4255.9,0.72,3.26
34.57,4256.8,0.62,3.24
34.595,4257.7,0.79,3.25
34.695,4261.4,0.68,3.14
34.72,4262.3,0.73,3.2
34.745,4263.2,0.73,3.11
34.77,4264.1,0.27,3.19
34.795,4265,0.82,3.05
34.82,4265.9,0.8,3.19
34.845,4266.8,0.78,3.01
35.02,4273.2,0.92,3.08
35.045,4274.1,0.02,3.14
35.07,4275,0.75,3.08
35.095,4275.9,0.74,2.93
35.12,4276.8,0.75,3
35.145,4277.7,0.62,3.11
35.17,4278.6,0.71,3.08
35.195,4279.5,0.68,3.07
35.22,4280.5,0.85,3.03
35.245,4281.4,0.67,3.06
35.27,4282.3,0.69,3.05
35.295,4283.2,0.53,3.14
35.32,4284.1,0.72,3.05
35.345,4285,0.74,3.18
35.37,4285.9,0.66,3.1
35.395,4286.8,0.77,3.07
35.42,4287.7,0.68,3.11
35.445,4288.6,0.61,3.21
35.47,4289.5,0.84,3.2
35.495,4290.5,0.32,3.16
35.52,4291.4,0.73,3.14
35.545,4292.3,0.81,3.24
35.57,4293.2,0.76,3.32
35.595,4294.1,0.91,3.21
35.62,4295,0.83,3.21
35.645,4295.8,0.56,3.21
35.67,4296.6,0.73,3.19
35.695,4297.4,0.78,3.3
35.72,4298.2,0.79,3.1
35.74,4298.8,0.66,3.16
35.77,4299.7,0.91,3.11
35.795,4300.5,0.75,3.08
35.845,4302.1,0.72,3.12
35.87,4302.9,0.77,3.21
35.895,4303.7,0.83,3.23
35.92,4304.5,0.85,3.26
35.945,4305.3,0.84,3.23
35.995,4306.8,0.77,3.17
36.02,4307.6,0.75,3.16
36.045,4308.4,0.67,3.08
36.07,4309.2,0.85,3.17
36.095,4310,0.85,3.14
36.12,4310.8,0.35,3.06
36.145,4311.6,0.75,3.06
36.17,4312.4,0.77,3.23
36.195,4313.1,0.82,3.17
36.22,4313.9,0.69,3.08
36.245,4314.7,0.68,3.15
36.27,4315.5,0.63,3.13
36.295,4316.3,0.87,3.14
36.32,4317.1,0.82,3.25
36.345,4317.9,0.76,3.17
36.37,4318.7,0.49,3.19
36.395,4319.5,0.64,3.15
36.445,4321,0.75,3.21
36.47,4321.8,0.77,3.16
36.495,4322.6,0.84,3.21
36.52,4323.4,0.61,3.21
36.545,4324.2,0.78,3.25
36.57,4325,0.7,3.13
36.595,4325.8,0.49,3.13
36.605,4326.1,0.8,3.18
36.63,4326.9,0.57,3.25
36.655,4327.7,0.65,3.04
36.68,4328.4,0.71,3.13
36.705,4329.2,0.66,3.14
36.73,4330,0.59,3.16
36.755,4330.8,0.19,2.69
36.78,4331.6,0.63,3.04
36.805,4332.4,0.55,3.03
36.83,4333.2,0.68,3.18
36.85,4333.8,0.49,3.13
36.88,4334.8,0.6,3.23
36.905,4335.5,0.52,3.25
36.93,4336.3,0.62,3.34
36.955,4337.1,0.63,3.08
36.98,4337.9,0.51,3.2
37.005,4338.7,0.55,3.23
37.03,4339.5,0.64,3.02
37.055,4340.3,0.59,3.16
37.08,4341.1,0.63,3.07
37.105,4341.9,0.65,3.11
37.13,4342.6,0.6,3.08
37.155,4343.4,0.76,3.03
37.205,4345,0.7,3.16
37.23,4345.8,0.65,3.03
37.255,4346.6,0.66,3.15
37.28,4347.4,0.76,3.11
37.305,4348.2,0.52,3.06
37.33,4349,0.67,3.14
37.355,4349.7,0.72,3.16
37.38,4350.5,0.6,3.11
37.405,4351.3,0.68,3.08
37.43,4352.1,0.54,3.18
37.455,4352.9,0.7,3.16
37.48,4353.7,0.45,3.24
37.505,4354.5,0.6,3.18
37.53,4355.3,0.46,3.22
37.555,4356.1,0.42,3.29
37.58,4356.8,0.51,3.19
37.605,4357.6,0.63,3.32
37.63,4358.4,0.58,3.41
37.655,4359.2,0.69,3.29
37.68,4360,0.58,3.36
37.705,4360.5,0.55,3.36
37.73,4361,0.73,3.26
37.755,4361.6,0.45,3.36
37.78,4362.1,0.44,3.23
37.805,4362.6,0.53,3.36
37.83,4363.1,0.54,3.18
37.855,4363.6,0.51,3.2
37.88,4364.2,0.68,3.25
37.905,4364.7,0.72,3.29
37.93,4365.2,0.57,3.23
37.955,4365.7,0.76,3.18
37.98,4366.2,0.84,3.2
38.005,4366.7,0.7,3.16
38.03,4367.3,0.8,3.12
38.055,4367.8,0.21,3.18
38.08,4368.3,0.7,3.09
38.105,4368.8,0.59,3.16
38.13,4369.3,-0.15,3.17
38.155,4369.9,0.84,3.25
38.18,4370.4,0.86,3.19
38.205,4370.9,0.79,3.19
38.23,4371.4,0.74,3.17
38.255,4371.9,0.77,3.12
38.28,4372.5,0.81,3.19
38.305,4373,0.75,3.23
38.33,4373.5,0.63,3.2
38.35,4373.9,0.68,3.23
38.38,4374.5,0.68,3.26
38.405,4375,0.79,3.18
38.43,4375.6,0.84,3.09
38.455,4376.1,0.73,3.13
38.48,4376.6,0.76,3.09
38.505,4377.1,0.5,3.16
38.53,4377.6,0.62,3.14
38.555,4378.2,0.78,3.28
38.58,4378.7,0.66,3.37
38.605,4379.2,0.07,3
38.63,4379.7,0.35,3.09
38.655,4380.2,0.4,3.05
38.705,4381.3,0.61,3.21
38.73,4381.8,0.52,3.21
38.755,4382.3,0.65,3.19
38.78,4382.8,0.79,3.36
38.805,4383.3,0.57,3.19
38.83,4383.9,0.33,3.22
38.855,4384.4,0.81,3.09
38.88,4384.9,0.73,3.22
38.905,4385.4,0.47,3.11
38.93,4385.9,0.8,3.31
38.955,4386.5,0.73,3.1
38.98,4387,0.46,3.17
39.005,4387.5,0.64,3.07
39.03,4388,0.71,2.88
39.055,4388.5,0.65,3.08
39.08,4389.1,0.7,2.88
39.105,4389.6,0.35,2.99
39.13,4390.1,0.62,3.03
39.155,4390.6,0.25,2.93
39.18,4391.1,0.75,2.96
39.205,4391.7,0.31,3.2
39.23,4392.2,0.57,3.03
39.255,4392.7,0.63,3.01
39.28,4393.2,0.72,3.07
39.305,4393.7,0.66,3.13
39.33,4394.2,0.31,3.12
39.355,4394.8,0.65,3.1
39.38,4395.3,0.61,3.16
39.405,4395.8,0.62,3.17
39.43,4396.3,0.71,3.12
39.455,4396.8,0.69,3.1
39.48,4397.4,0.64,3.23
39.505,4397.9,0.8,3.09
39.53,4398.4,0.6,3.02
39.555,4398.9,0.79,3.2
39.58,4399.4,0.75,3.11
39.605,4400,0.72,3.07
39.63,4400.5,0.59,3.13
39.655,4401,0.84,3.14
39.68,4401.5,0.77,3.18
39.705,4402,0.9,3.16
39.755,4403.1,0.78,3.12
39.78,4403.6,0.82,3.23
39.805,4404.1,0.91,3.27
39.83,4404.6,0.93,3.24
39.85,4405,0.73,3.16
39.88,4405.7,0.4,3.13
39.905,4406.2,0.75,3.09
39.93,4406.7,1.02,3.18
39.955,4407.2,1.01,3.19
39.98,4407.7,0.76,3.13
40.005,4408.3,0.74,3.2
40.03,4408.8,0.86,3.12
40.055,4409.3,0.92,3.33
40.08,4409.8,0.64,3.23
40.105,4410.3,0.7,3.18
40.13,4410.8,0.74,3.16
40.155,4411.4,0.8,3.34
40.18,4411.9,0.84,3.27
40.205,4412.4,0.91,3.35
40.23,4412.9,0.75,3.35
40.255,4413.4,0.76,3.43
40.28,4414,1.05,3.42
40.305,4414.5,0.82,3.31
40.33,4415,0.79,3.52
40.355,4416.4,0.81,3.34
40.38,4417.8,0.8,3.42
40.405,4419.2,0.84,3.33
40.43,4420.6,0.99,3.2
40.455,4422,0.95,3.25
40.48,4423.4,0.96,3.25
40.505,4424.8,0.82,3.15
40.53,4426.1,0.84,3.23
40.555,4427.5,0.87,3.35
40.58,4428.9,0.72,3.18
40.605,4430.3,0.99,3.28
40.63,4431.7,1.02,3.33
40.655,4433.1,0.82,3.23
40.68,4434.5,0.87,3.16
40.705,4435.9,0.94,3.18
40.73,4437.3,0.78,3.33
40.755,4438.7,0.86,3.21
40.765,4439.3,0.97,3.16
40.79,4440.6,0.78,3.26
40.815,4442,0.81,3.18
40.84,4443.4,0.98,3.24
40.865,4444.8,0.62,3.24
40.89,4446.2,0.81,3.12
40.915,4447.6,0.94,3.19
40.94,4449,0.89,3.23
40.965,4450.4,0.66,3.1
40.99,4451.8,0.71,3.16
41.015,4453.2,0.74,3.25
41.04,4454.6,0.71,3.13
41.065,4456,0.65,3.26
41.09,4457.4,0.73,3.16
41.115,4458.8,0.97,3.21
41.14,4460.2,0.8,3.14
41.165,4461.6,0.89,3.25
41.19,4462.9,0.75,3.25
41.215,4464.3,0.86,3.21
41.24,4465.7,0.9,3.08
41.265,4467.1,0.93,3.4
41.29,4468.5,0.84,3.13
41.31,4469.6,0.76,3.14
41.34,4471.3,0.89,3.16
41.365,4472.7,0.9,3.12
41.39,4474.1,0.89,3.12
41.415,4475.5,0.97,3.12
41.44,4476.9,0.97,3.1
41.465,4478.3,0.9,3.04
41.49,4479.7,0.81,3.13
41.515,4481.1,0.78,3.08
41.54,4482.5,0.87,2.94
41.565,4483.9,0.94,3.07
41.615,4486.6,1.02,3.15
41.665,4489.4,0.97,3.23
41.69,4490.8,1,3.27
41.715,4492.2,0.88,3.39
41.74,4493.6,0.73,3.27
41.765,4495,0.8,3.42
41.79,4496.2,0.9,3.25
41.815,4497.4,0.64,3.2
41.84,4498.6,0.78,3.33
41.865,4499.8,0.93,3.34
41.89,4501.1,0.84,3.4
41.915,4502.3,0.92,3.3
41.94,4503.5,0.8,3.31
41.965,4504.7,0.9,3.22
41.99,4505.9,0.98,3.23
42.015,4507.1,0.86,3.28
42.04,4508.3,0.85,3.38
42.065,4509.5,0.9,3.15
42.09,4510.8,0.97,3.24
42.115,4512,0.86,3.18
42.14,4513.2,0.97,3.19
42.165,4514.4,0.88,3.1
42.19,4515.6,0.88,3.28
42.215,4516.8,0.64,3.28
42.24,4518,0.93,3.19
42.265,4519.2,0.94,3.16
42.29,4520.5,0.87,3.24
42.315,4521.7,0.83,3.13
42.34,4522.9,0.95,3.21
42.365,4524.1,0.9,3.2
42.39,4525.3,0.86,3.37
42.415,4526.5,0.78,3.2
42.44,4527.7,0.72,3.09
42.465,4528.9,0.78,3.26
42.49,4530.2,0.86,3.23
42.515,4531.4,0.76,3.26
42.54,4532.6,0.81,3.27
42.565,4533.8,0.82,3.25
42.59,4535,0.72,3.37
42.615,4536.4,0.5,3.22
42.64,4537.9,0.77,3.22
42.665,4539.3,0.45,3.23
42.69,4540.7,0.79,3.11
42.715,4542.1,0.58,3.16
42.74,4543.6,0.64,3.12
42.765,4545,0.83,3.06
42.79,4546.4,0.63,3.13
42.81,4547.6,0.83,3.13
42.84,4549.3,0.78,3.06
42.865,4550.7,0.68,3.11
42.89,4552.1,0.76,3.13
42.915,4553.6,0.81,3.07
42.94,4555,0.83,3.11
42.965,4556.4,0.78,3.12
42.99,4557.9,0.95,3.1
43.015,4559.3,0.72,3.08
43.04,4560.7,0.73,3.15
43.065,4562.1,0.81,3.19
43.09,4563.6,0.82,3.2
43.115,4565,0.9,3.1
43.165,4567.9,0.84,3.27
43.19,4569.3,0.81,3.15
43.215,4570.7,0.7,3.29
43.24,4572.1,0.82,3.24
43.265,4573.6,0.64,3.26
43.29,4575,0.75,3.37
43.315,4576.3,0.79,3.31
43.34,4577.5,0.79,3.31
43.365,4578.8,0.66,3.13
43.39,4580,0.69,3.22
43.415,4581.3,0.72,3.26
43.44,4582.5,0.75,3.18
43.465,4583.8,0.66,3.25
43.49,4585,0.96,3.21
43.515,4586.3,0.73,3.23
43.54,4587.5,0.77,3.21
43.565,4588.8,0.94,3.19
43.59,4590,0.95,3.13
43.615,4591.3,0.6,3.13
43.64,4592.5,0.74,3.16
43.665,4593.8,0.8,3.13
43.69,4595,0.63,3.13
43.715,4596.3,0.71,3.23
43.74,4597.5,0.73,3.21
43.765,4598.8,0.78,3.14
43.79,4600,0.57,3.07
43.815,4601.3,0.82,3.25
43.84,4602.5,0.67,3.17
43.865,4603.8,0.67,3.29
43.89,4605,0.71,3.23
43.915,4606.3,0.77,3.3
43.94,4607.5,0.71,3.29
43.965,4608.8,0.15,3.37
43.99,4610,0.82,3.24
44.015,4611.3,0.75,3.31
44.04,4612.6,0.67,3.29
44.065,4613.9,0.6,3.3
